top_k,cv_r2_mean,cv_r2_std,folds
4,0.599544552869781,0.10792920795697294,"[0.6664835627686985, 0.7360455507840362, 0.5351580717914205, 0.46049102613496895]"
6,0.5010686206702215,0.07094445954591994,"[0.608038738954493, 0.4391971133364657, 0.5223646877028787, 0.4346739426870486]"
8,0.6185760652630405,0.06086209849590488,"[0.7162831223112881, 0.5781884791182823, 0.558323663341503, 0.6215089962810891]"
