top_k,cv_r2_mean,cv_r2_std,folds
4,0.14270449592055962,0.1097234220416905,"[0.029682549196440533, 0.3233717817423565, 0.12395403290910878, 0.09380961983433267]"
6,0.37124368660360707,0.04702730935895636,"[0.29934644491666584, 0.36594980907970465, 0.4281394970028306, 0.3915389954152272]"
8,0.37036356688990035,0.05635160636615115,"[0.39767041127734015, 0.4419077662085473, 0.35217915203344985, 0.2896969380402642]"
