,importance
BCUTc-1h,337.0
BCUT2D_MRLOW,273.0
MID_N,238.0
BCUTi-1h,207.0
GATS4s,181.0
MDEO-12,172.0
MAXtsC,168.0
AATSC4i,151.0
RPCG,141.0
MinPartialCharge,135.0
BCUT2D_LOGPLOW,133.0
GATS4dv,133.0
PEOE_VSA9,132.0
PEOE_VSA8,123.0
MAXaasN,122.0
AMID_N,122.0
RNCG,121.0
AATSC1s,119.0
NdNH,117.0
GATS1c,115.0
GATS7s,111.0
EState_VSA7,108.0
BCUTc-1l,107.0
PEOE_VSA12,106.0
MaxPartialCharge,106.0
JGI5,105.0
GATS1s,103.0
qed,100.0
MATS1s,96.0
MinAbsEStateIndex,95.0
SPS,94.0
MATS4c,91.0
BCUT2D_CHGLO,89.0
AATS2se,89.0
MATS1c,89.0
PEOE_VSA7,88.0
GATS5pe,88.0
SlogP_VSA1,87.0
AATSC4dv,87.0
IC2,86.0
MINsOH,85.0
MATS3c,85.0
MATS2c,83.0
AATSC2i,82.0
VSA_EState2,82.0
BCUTd-1l,80.0
ATSC0c,80.0
MINsCH3,80.0
GATS4pe,79.0
VSA_EState7,77.0
AATSC4pe,77.0
GATS1pe,75.0
PEOE_VSA11,75.0
GATS7m,73.0
GATS4c,73.0
ATSC2c,72.0
ATS4p,70.0
GATS4i,69.0
BCUT2D_LOGPHI,69.0
GATS5c,68.0
VE1_A,68.0
SlogP_VSA2,68.0
ETA_epsilon_5,67.0
FpDensityMorgan3,67.0
MID_h,67.0
AATSC1c,67.0
AATSC2c,67.0
MATS4pe,66.0
SMR_VSA2,66.0
AATS6i,66.0
BCUTs-1l,66.0
ATSC1s,65.0
ATSC1c,65.0
SpMAD_Dzp,64.0
AATSC5s,63.0
GATS1m,63.0
AATSC5pe,63.0
nBase,63.0
MAXaasC,62.0
AATS1i,62.0
GATS4p,62.0
AATSC4c,62.0
MATS5c,62.0
MATS5s,62.0
GATS8pe,61.0
GATS4d,61.0
PEOE_VSA1,61.0
GATS5s,61.0
TIC1,61.0
GATS2c,61.0
GATS4m,60.0
MATS2d,60.0
SMR_VSA4,60.0
BCUT2D_MWLOW,60.0
MATS5i,59.0
BCUT2D_MRHI,59.0
ATSC2Z,59.0
GATS6c,59.0
ATSC8Z,59.0
BCUT2D_CHGHI,59.0
ATSC3d,58.0
GATS3d,58.0
GATS3c,58.0
AATSC4Z,58.0
EState_VSA4,58.0
MATS6i,58.0
ATSC3i,58.0
AATSC2s,57.0
ATSC3c,57.0
AATSC7i,57.0
MINaaaC,57.0
MATS3s,57.0
GATS2i,57.0
VSA_EState3,56.0
JGI4,56.0
PEOE_VSA6,55.0
AATS4i,55.0
AATSC4d,55.0
AATSC5c,55.0
AATSC3s,55.0
AATSC3se,54.0
ATSC6are,54.0
AATSC3c,54.0
SMR_VSA3,54.0
ATSC4i,54.0
MATS7s,53.0
ATSC6m,53.0
GATS1dv,53.0
AATSC4s,53.0
MATS2p,52.0
ATSC4c,52.0
SdsN,52.0
AATSC2d,52.0
BCUT2D_MWHI,52.0
MATS7Z,52.0
ATSC1i,52.0
GATS3i,52.0
AATSC0i,51.0
AATSC2dv,51.0
MATS2s,51.0
ATSC3se,50.0
MATS4m,50.0
nBondsD,50.0
EState_VSA3,50.0
GATS3v,50.0
GATS7pe,49.0
MATS4s,49.0
AATSC3d,49.0
AATSC3Z,49.0
ATSC6d,48.0
GATS5m,48.0
