top_k,cv_r2_mean,cv_r2_std,folds
4,0.35257916723102845,0.21237819929378238,"[0.43984573406487404, 0.5148919378351995, 0.46790633061142783, -0.012327333587387468]"
6,0.2678494102718098,0.22105359726486357,"[0.4678143068790246, 0.2457965047027697, 0.4426737614980696, -0.08488693199262465]"
8,0.33133406144930666,0.21077695357137888,"[0.31700924935018426, 0.49884627557324224, 0.5171417366103022, -0.007661015736502019]"
