top_k,cv_r2_mean,cv_r2_std,folds
4,0.41094532242968385,0.05243619840194355,"[0.3822955814364397, 0.49907205740385474, 0.36328569086714857, 0.39912796001129236]"
6,0.497971429773338,0.0554355672221939,"[0.4095958738588453, 0.5163816036467713, 0.5038366198222515, 0.562071621765484]"
8,0.5451607518274251,0.0793143766881019,"[0.4173165289683699, 0.5902985188263632, 0.6275099499809796, 0.545518009533988]"
