top_k,cv_r2_mean,cv_r2_std,folds
4,0.7184779226251492,0.06639942999343275,"[0.6372617913702253, 0.7959582647718071, 0.7704920820376953, 0.6701995523208695]"
6,0.7216286861223389,0.052841904599781504,"[0.6720331868926951, 0.7824769074493493, 0.7657192038329408, 0.6662854463143705]"
8,0.7489372209169728,0.04062183882524838,"[0.7083951061582163, 0.794112717839508, 0.7847342573602799, 0.7085068023098868]"
