top_k,cv_r2_mean,cv_r2_std,folds
4,0.7300333677495463,0.06025057240765364,"[0.6381794286194488, 0.8035986688331658, 0.7550567469427525, 0.7232986266028185]"
6,0.732629161501978,0.061882591135945984,"[0.6398657287386729, 0.8078320830923047, 0.7626591311184658, 0.7201597030584688]"
8,0.7287481805390388,0.0605465604731611,"[0.6349536858150204, 0.7996866561314602, 0.7570976347142402, 0.7232547454954343]"
