top_k,cv_r2_mean,cv_r2_std,folds
4,0.3340962889497796,0.028034030849282698,"[0.3040912226076725, 0.36373886737849026, 0.3603981701670229, 0.30815689564593285]"
6,0.3322954143208385,0.026129079938386857,"[0.2936417223229999, 0.3486056301700238, 0.36245621193471234, 0.3244780928556179]"
8,0.4284350435530201,0.02821112713713232,"[0.38407627677020184, 0.4607885468566302, 0.44140037000365384, 0.4274749805815945]"
