top_k,cv_r2_mean,cv_r2_std,folds
4,0.7520111005693151,0.05337550728382313,"[0.7724899791975836, 0.6633470697962808, 0.8059842802784902, 0.7662230730049056]"
6,0.8377481803179885,0.016415151834759386,"[0.8175460868611317, 0.863199553811883, 0.8331043355285378, 0.8371427450704014]"
8,0.7962434132057903,0.04525859427836293,"[0.7479171372274033, 0.808722170801916, 0.8644647409069817, 0.7638696038868604]"
