model,status,n_features,train_n,train_r2,train_rmse,train_mae,test_n,test_r2,test_rmse,test_mae
elasticnet,ok,1133,2293,0.8657035758824482,1.2411427192545108,0.8662892391564683,765,-0.1490716964101524,3.6345945039206726,1.5101208137249207
random_forest,ok,1133,2293,0.9701313477902063,0.5853253217064672,0.3637693935649565,765,0.7757034189984269,1.605808412047745,1.001670261437908
xgboost,ok,1133,2293,0.9998370233748759,0.0432366621910572,0.03288510451300458,765,0.8306825124061007,1.395189854935017,0.878045949020417
