model,r2,mae,rmse
xgboost,0.3322274964377605,0.43621727262796023,0.881002817189999
hist_gradient_boosting,0.2941784069779425,0.4316451583632883,0.9057545016809209
random_forest,0.20243148001317168,0.45786134110089993,0.9628242787167666
dummy_mean,-0.03279163893294812,0.8743467593834756,1.095643805420742
ridge,-0.21481576597792018,0.6970315562660088,1.1882785038725459
