top_k,cv_r2_mean,cv_r2_std,folds
4,0.3662742383408423,0.07152377221312968,"[0.3881988068895684, 0.46802963680803233, 0.3358936335822267, 0.27297487608354165]"
6,0.2892443170926816,0.04692503651394331,"[0.3249226255062533, 0.34620186358049876, 0.24280067663890226, 0.24305210264507227]"
8,0.3241877574788906,0.055962722913471444,"[0.3910960862242876, 0.36486950786884476, 0.2878249235819229, 0.2529605122405072]"
