class,n_train,n_test,test_r2,test_rmse,test_mae,k,complexity,formula,source
carboxylic_acid,680,221,0.4511938647433775,0.7020072547026667,0.48556069044011213,8,15,1.307*(3.661*BCUTc-1l + 3.03)*(-0.002999*MinAbsPartialCharge + (6.075*BCUTc-1h - 3.793 - 0.0342/(6.93 - 9.939*BCUTc-1h))**2 - 1.264) + 4.211,per_class
phenol,560,197,0.6023139874683838,1.6974112152055736,1.2951816770058502,4,18,12.89*(6.683*BCUTc-1h - 4.149)*(-0.5793*MinAbsPartialCharge - 0.2727 + exp(-2.0*(3.707*BCUTc-1h - 2.576)**2*(10.08*MinPartialCharge + 3.647)**2)) + 2.45,per_class
other,397,138,0.2686556759961558,2.993966817391737,2.4279146097067033,8,29,12.25*exp(-2.0*(0.1145 - 0.02752*TopoPSA)**2*(0.8109*AMID_O + exp(-2.0*(1.498 - 5.095*ATSC0c)**2 - 2.0*(1.242*MAXdssC - 0.02545)**2) - 0.3907)**2 - 2.0*(4.471*BCUTc-1h - 0.9839)**2) + 5.614,per_class
aromatic_N,260,96,0.3676939002146761,2.773806582758823,2.2996068095175217,6,22,14.9*exp(-2.0*(1.12 - 3.907*BCUTc-1h)**2 - 2.0*(0.6429*IC2 + (1.288 - 0.05739*MIC1)*(8.819*BCUTc-1h - 4.854)*(16.36*JGI4 - 1.715) - 2.463)**2) + 4.724,per_class
aniline,163,48,0.1099294953408354,3.017096183341322,2.172921913166204,4,22,34.39*AATSC5se - 1.449*FilterItLogS + 8.591*exp(-2.0*(4.247 - 7.413*GATS2Z)**2*(0.3064*PEOE_VSA11 + 0.2191)**2 - 2.0*(-0.6794*FilterItLogS - 0.9337)**2) + 3.253,per_class
imidazole_like,84,23,-0.7521674341232698,2.454653990323638,1.8859427042403367,4,16,-3.67*log(0.3224*AATSC0i - 0.3355)*tanh((1.204 - 3.541*ATSC2c)*(0.3307*ATSC1d - 0.2249) + 0.000573*exp(9.077*GATS3s)) + 5.223,per_class
thiol,79,19,0.6528269162723994,1.9000954005756412,1.6612595450702936,4,27,10.35*(2.696 - 6.669*MaxPartialCharge)*(3.595*MaxPartialCharge - 0.3336)*(0.5437*BCUT2D_MRLOW + exp(-2.0*(1.016 - 4.074*MaxPartialCharge)**2 - 2.0*(-5.715*BCUT2D_MRLOW - 0.7439)**2) - 0.124 + 1/(0.839*ATSC4pe - 1.257)) + 6.682,per_class
<rare:global_fallback>,2321,32,0.26573460845610564,3.327740146013575,2.6946072590925283,8,29,-5.796*BCUTc-1l - 5.315*tanh(5.339*BCUTc-1h + exp(-2.0*(1.889 - 2.94*BCUTc-1h)**4*(0.0241*SlogP_VSA2 - 3.025)**4*(0.074*PEOE_VSA13 - 15.55*AATSC2se + 0.6731)**4 - 2.0*(0.8513*ATSC3c - 0.3421)**2) - 2.141) + 6.718,global_fallback
