CATION_ANION TEMP PRESSURE xCO2
C1549_A0087 353.19  242.54 0.4020
C1549_A0087 363.25  285.45 0.4020
C1549_A0087 343.31  388.87 0.4520
C1549_A0087 323.23  551.98 0.5000
C1549_A0087 353.48  443.17 0.4520
C1549_A0087 333.33  627.54 0.5000
C1549_A0087 363.61  492.44 0.4520
C1549_A0087 343.36  695.97 0.5000
C1549_A0087 353.38  755.91 0.5000
C1549_A0087 363.35  805.00 0.5000
C1549_A0024 293.22  4.94 0.0570
C1549_A0024 303.07  6.66 0.0570
C1549_A0024 313.25  8.89 0.0570
C1549_A0024 323.28  11.05 0.0570
C1549_A0024 333.31  13.54 0.0570
C1549_A0024 343.42  16.62 0.0570
C1549_A0024 353.26  19.50 0.0570
C1549_A0024 363.21  22.80 0.0570
C1549_A0024 293.21  11.94 0.1190
C1549_A0024 303.12  15.63 0.1190
C1549_A0024 313.16  19.12 0.1190
C1549_A0024 323.28  22.84 0.1190
C1549_A0024 333.30  27.10 0.1190
C1549_A0024 343.18  31.33 0.1190
C1549_A0024 353.19  36.12 0.1190
C1549_A0024 363.27  40.71 0.1190
C1549_A0024 293.30  18.35 0.1720
C1549_A0024 303.22  23.17 0.1720
C1549_A0024 313.16  28.43 0.1720
C1549_A0024 323.18  34.35 0.1720
C1549_A0024 333.25  40.78 0.1720
C1549_A0024 343.27  47.42 0.1720
C1549_A0024 353.18  54.14 0.1720
C1549_A0024 363.23  61.12 0.1720
C1549_A0024 293.26  24.82 0.2310
C1549_A0024 303.15  31.55 0.2310
C1549_A0024 313.26  38.95 0.2310
C1549_A0024 323.22  47.46 0.2310
C1549_A0024 333.21  56.22 0.2310
C1549_A0024 343.29  65.76 0.2310
C1549_A0024 353.20  75.72 0.2310
C1549_A0024 363.31  85.49 0.2310
C1549_A0024 293.37  31.08 0.2810
C1549_A0024 303.27  39.59 0.2810
C1549_A0024 313.33  49.40 0.2810
C1549_A0024 323.13  59.85 0.2810
C1549_A0024 333.15  71.76 0.2810
C1549_A0024 343.19  84.56 0.2810
C1549_A0024 353.24  97.64 0.2810
C1549_A0024 363.42  111.38 0.2810
C1549_A0024 293.27  38.08 0.3360
C1549_A0024 303.18  48.85 0.3360
C1549_A0024 313.12  61.50 0.3360
C1549_A0024 323.23  76.32 0.3360
C1549_A0024 333.17  92.93 0.3360
C1549_A0024 343.23  110.98 0.3360
C1549_A0024 353.28  129.66 0.3360
C1549_A0024 363.17  148.18 0.3360
C1549_A0024 293.30  44.17 0.3810
C1549_A0024 303.23  57.46 0.3810
C1549_A0024 313.10  73.66 0.3810
C1549_A0024 323.11  94.67 0.3810
C1549_A0024 333.25  120.78 0.3810
C1549_A0024 343.23  146.87 0.3810
C1549_A0024 353.50  173.47 0.3810
C1549_A0024 363.31  196.23 0.3810
C1549_A0024 293.32  51.16 0.4290
C1549_A0024 303.14  69.50 0.4290
C1549_A0024 313.31  112.15 0.4290
C1549_A0024 323.28  150.98 0.4290
C1549_A0024 333.33  186.18 0.4290
C1549_A0024 343.21  218.19 0.4290
C1549_A0024 353.23  247.18 0.4290
C1549_A0024 363.15  270.90 0.4290
C1549_A0024 293.29  120.94 0.4830
C1549_A0024 303.20  176.25 0.4830
C1549_A0024 313.30  223.84 0.4830
C1549_A0024 323.29  266.54 0.4830
C1549_A0024 333.25  304.14 0.4830
C1549_A0024 343.23  336.35 0.4830
C1549_A0024 353.21  363.59 0.4830
C1549_A0024 363.25  386.78 0.4830
C1549_A0024 293.32  268.49 0.5340
C1549_A0024 303.37  325.78 0.5340
C1549_A0024 313.32  376.62 0.5340
C1549_A0024 323.17  420.16 0.5340
C1549_A0024 333.27  456.17 0.5340
C1549_A0024 343.28  485.11 0.5340
C1549_A0024 353.22  508.52 0.5340
C1549_A0024 363.28  529.10 0.5340
C1547_A0033 313.15  12.20 0.6235
C1547_A0033 313.15  21.60 0.7459
C1547_A0033 313.15  28.30 0.8047
C1547_A0033 313.15  33.70 0.8408
C1547_A0033 313.15  38.10 0.8645
C1547_A0033 313.15  41.80 0.8814
C1547_A0033 313.15  44.20 0.8924
C1547_A0033 318.15  14.00 0.6197
C1547_A0033 318.15  24.40 0.7520
C1547_A0033 318.15  31.50 0.8044
C1547_A0033 318.15  37.10 0.8343
C1547_A0033 318.15  40.30 0.8526
C1547_A0033 318.15  43.40 0.8647
C1547_A0033 318.15  45.60 0.8755
C1547_A0033 323.15  13.80 0.5767
C1547_A0033 323.15  23.90 0.7043
C1547_A0033 323.15  31.10 0.7647
C1547_A0033 323.15  36.40 0.7981
C1547_A0033 323.15  39.60 0.8277
C1547_A0033 323.15  42.80 0.8466
C1547_A0033 323.15  45.50 0.8610
C1547_A0033 328.15  14.10 0.5482
C1547_A0033 328.15  24.50 0.6791
C1547_A0033 328.15  31.20 0.7382
C1547_A0033 328.15  36.30 0.7765
C1547_A0033 328.15  40.00 0.8017
C1547_A0033 328.15  41.70 0.8219
C1547_A0033 328.15  46.30 0.8402
C1547_A0033 333.15  12.20 0.4852
C1547_A0033 333.15  21.00 0.6089
C1547_A0033 333.15  27.90 0.6885
C1547_A0033 333.15  32.50 0.7274
C1547_A0033 333.15  35.90 0.7554
C1547_A0033 333.15  39.10 0.7796
C1547_A0033 333.15  41.50 0.7961
C0958_A0189 313.15  0.49 0.0046
C0958_A0189 313.15  0.93 0.0091
C0958_A0189 313.15  1.45 0.0135
C0958_A0189 313.15  1.73 0.0160
C0958_A0189 323.15  0.52 0.0040
C0958_A0189 323.15  0.95 0.0074
C0958_A0189 323.15  1.47 0.0114
C0958_A0189 323.15  1.74 0.0136
C0958_A0189 333.15  0.56 0.0035
C0958_A0189 333.15  0.98 0.0063
C0958_A0189 333.15  1.48 0.0098
C0958_A0189 333.15  1.75 0.0115
C0958_A0054 334.45  16.50 0.0629
C0958_A0054 344.25  18.00 0.0629
C0958_A0054 354.25  20.50 0.0629
C0958_A0054 362.95  23.00 0.0629
C0958_A0054 333.65  34.00 0.1166
C0958_A0054 342.85  39.50 0.1166
C0958_A0054 353.35  45.50 0.1166
C0958_A0054 362.35  51.00 0.1166
C0958_A0054 333.25  53.50 0.1667
C0958_A0054 342.45  62.50 0.1667
C0958_A0054 352.05  71.50 0.1667
C0958_A0054 363.65  82.50 0.1667
C0958_A0054 334.05  69.00 0.2035
C0958_A0054 342.75  81.00 0.2035
C0958_A0054 352.55  93.00 0.2035
C0958_A0054 362.35  107.50 0.2035
C0958_A0054 333.75  89.50 0.2289
C0958_A0054 343.55  107.00 0.2289
C0958_A0054 353.25  124.50 0.2289
C0958_A0054 362.35  143.50 0.2289
C0958_A0054 332.85  120.00 0.2608
C0958_A0054 342.45  151.00 0.2608
C0958_A0054 352.85  179.00 0.2608
C0958_A0054 362.65  203.00 0.2608
C0958_A0054 333.15  157.00 0.2929
C0958_A0054 343.45  194.00 0.2929
C0958_A0054 353.55  224.50 0.2929
C0958_A0054 362.85  252.00 0.2929
C0958_A0054 335.25  208.50 0.3200
C0958_A0054 343.45  238.50 0.3200
C0958_A0054 353.15  269.50 0.3200
C0958_A0054 363.55  298.50 0.3200
C0958_A0054 334.55  263.50 0.3493
C0958_A0054 342.85  295.50 0.3493
C0958_A0054 352.35  324.50 0.3493
C0958_A0054 362.25  352.00 0.3493
C0958_A0054 333.65  341.00 0.3690
C0958_A0054 343.45  377.00 0.3690
C0958_A0054 352.45  403.00 0.3690
C0958_A0054 362.35  431.00 0.3690
C0958_A0197 313.45  34.00 0.1620
C0958_A0197 323.35  38.50 0.1620
C0958_A0197 333.65  44.00 0.1620
C0958_A0197 343.65  49.00 0.1620
C0958_A0197 353.15  55.50 0.1620
C0958_A0197 363.15  61.70 0.1620
C0958_A0197 373.15  66.50 0.1620
C0958_A0197 313.15  52.00 0.2820
C0958_A0197 323.35  65.00 0.2820
C0958_A0197 333.15  78.50 0.2820
C0958_A0197 343.15  92.50 0.2820
C0958_A0197 352.75  110.10 0.2820
C0958_A0197 363.15  125.90 0.2820
C0958_A0197 373.15  146.00 0.2820
C0958_A0197 313.45  70.00 0.3690
C0958_A0197 323.05  90.00 0.3690
C0958_A0197 333.25  115.00 0.3690
C0958_A0197 342.65  132.00 0.3690
C0958_A0197 353.55  165.00 0.3690
C0958_A0197 363.15  188.00 0.3690
C0958_A0197 372.95  212.00 0.3690
C0958_A0197 313.35  95.00 0.4750
C0958_A0197 323.75  125.00 0.4750
C0958_A0197 332.65  178.00 0.4750
C0958_A0197 343.15  213.00 0.4750
C0958_A0197 353.15  250.00 0.4750
C0482_A0048 333.24  12.00 0.1560
C0482_A0048 333.24  21.20 0.2510
C0482_A0048 333.24  32.70 0.3350
C0482_A0048 333.24  46.30 0.4160
C0482_A0048 333.24  59.90 0.4790
C0482_A0048 333.24  71.50 0.5360
C0482_A0048 333.24  83.60 0.6060
C1550_A0048 304.16  0.47 0.0238
C1550_A0048 314.26  0.49 0.0199
C1550_A0048 324.46  0.51 0.0168
C1550_A0048 324.47  0.51 0.0168
C1550_A0048 334.61  0.53 0.0141
C1550_A0048 334.68  0.53 0.0141
C1550_A0048 344.84  0.54 0.0122
C0979_A0048 313.20  80.90 0.8250
C0979_A0048 323.20  80.80 0.7890
C0979_A0048 313.20  100.60 0.8480
C0979_A0048 323.20  100.60 0.8220
C0979_A0048 313.20  152.40 0.9060
C0979_A0048 313.20  202.40 0.9070
C0979_A0048 323.20  151.90 0.8640
C0979_A0048 323.20  205.60 0.8790
C0231_A0048 313.22  11.34 0.2000
C0231_A0048 313.23  23.26 0.3600
C0231_A0048 313.25  42.52 0.4930
C0231_A0048 313.24  52.97 0.5580
C0231_A0048 313.22  63.35 0.6270
C0231_A0048 313.23  74.02 0.6860
C0231_A0048 313.24  84.34 0.7260
C0231_A0048 313.24  94.66 0.7390
C1095_A0048 333.23  15.60 0.1760
C1095_A0048 333.23  27.90 0.2980
C1095_A0048 333.23  42.20 0.4330
C1095_A0048 333.23  56.00 0.5160
C1095_A0048 333.23  67.70 0.5680
C1095_A0048 333.23  80.90 0.6840
C1095_A0048 282.93  0.69 0.0418
C1095_A0048 290.17  0.73 0.0356
C1095_A0048 303.38  0.36 0.0276
C1095_A0048 303.38  0.78 0.0275
C1095_A0048 303.39  0.75 0.0274
C1095_A0048 313.24  0.38 0.0230
C1095_A0048 313.28  0.82 0.0229
C1095_A0048 323.15  0.41 0.0194
C1095_A0048 323.19  0.82 0.0193
C1095_A0048 333.09  0.43 0.0165
C1095_A0048 343.00  0.45 0.0143
C1095_A0048 343.07  0.89 0.0142
C1095_A0048 313.20  85.80 0.7690
C1095_A0048 313.20  105.90 0.8130
C1095_A0048 313.20  152.60 0.8710
C1095_A0048 313.20  203.70 0.8790
C1095_A0048 323.20  91.80 0.7440
C1095_A0048 323.20  105.70 0.7780
C1095_A0048 323.20  153.50 0.8280
C1095_A0048 323.20  196.30 0.8540
C0337_A0048 298.15  0.00 0.0000
C0337_A0048 298.15  0.05 0.0009
C0337_A0048 298.15  0.10 0.0021
C0337_A0048 298.15  0.50 0.0112
C0337_A0048 298.15  1.00 0.0227
C0337_A0048 298.15  2.50 0.0547
C0337_A0048 298.15  4.00 0.0855
C0337_A0048 298.15  5.50 0.1140
C0337_A0048 298.15  5.50 0.1140
C0337_A0048 298.15  4.99 0.1050
C0337_A0048 298.15  2.00 0.0444
C0337_A0048 298.15  0.20 0.0037
C0337_A0048 298.15  0.08 0.0004
C0337_A0044 338.35  10.09 0.0660
C0337_A0044 343.29  10.59 0.0660
C0337_A0044 348.40  11.09 0.0660
C0337_A0044 353.39  11.64 0.0660
C0337_A0044 358.48  12.14 0.0660
C0337_A0044 363.48  12.84 0.0660
C0337_A0044 368.41  13.34 0.0660
C0337_A0044 338.41  51.38 0.2710
C0337_A0044 343.44  54.93 0.2710
C0337_A0044 348.48  58.37 0.2710
C0337_A0044 353.53  62.28 0.2710
C0337_A0044 358.56  65.58 0.2710
C0337_A0044 363.50  69.14 0.2710
C0337_A0044 368.63  73.19 0.2710
C0337_A0044 338.40  24.50 0.1530
C0337_A0044 343.40  26.10 0.1530
C0337_A0044 348.36  27.60 0.1530
C0337_A0044 353.45  29.30 0.1530
C0337_A0044 358.48  30.80 0.1530
C0337_A0044 363.49  31.96 0.1530
C0337_A0044 368.41  34.01 0.1530
C0337_A0044 338.40  80.29 0.3680
C0337_A0044 343.29  85.74 0.3680
C0337_A0044 348.40  91.74 0.3680
C0337_A0044 353.35  97.41 0.3680
C0337_A0044 358.43  103.37 0.3680
C0337_A0044 363.41  109.53 0.3680
C0337_A0044 368.45  115.28 0.3680
C0297_A0190 333.46  20.10 0.1880
C0297_A0190 333.46  41.60 0.4740
C0297_A0190 333.46  56.80 0.5690
C0297_A0190 333.46  66.00 0.6850
C0297_A0190 333.46  77.90 0.7210
C0297_A0190 333.46  91.70 0.7950
C0509_A0011 293.15  8.60 0.1970
C0509_A0011 293.15  15.80 0.3220
C0509_A0011 293.15  18.60 0.3670
C0509_A0011 293.15  24.40 0.4450
C0509_A0011 293.15  34.00 0.5540
C0509_A0011 298.15  8.90 0.1860
C0509_A0011 298.15  16.30 0.3120
C0509_A0011 298.15  18.80 0.3520
C0509_A0011 298.15  19.20 0.3570
C0509_A0011 298.15  25.20 0.4350
C0509_A0011 298.15  35.40 0.5370
C1551_A0048 303.15  2.60 0.3230
C1551_A0048 313.15  4.40 0.3230
C1551_A0048 323.15  6.50 0.3230
C1551_A0048 333.15  8.80 0.3230
C1551_A0048 343.15  10.70 0.3230
C1551_A0048 353.15  12.70 0.3230
C1551_A0048 363.15  14.90 0.3230
C1551_A0048 373.15  16.90 0.3230
C1551_A0048 303.15  8.40 0.4430
C1551_A0048 313.15  12.30 0.4430
C1551_A0048 323.15  16.20 0.4430
C1551_A0048 333.15  20.20 0.4430
C1551_A0048 343.15  25.50 0.4430
C1551_A0048 353.15  31.60 0.4430
C1551_A0048 363.15  37.60 0.4430
C1551_A0048 373.15  41.90 0.4430
C1551_A0048 303.15  16.50 0.5390
C1551_A0048 313.15  23.20 0.5390
C1551_A0048 323.15  30.80 0.5390
C1551_A0048 333.15  36.40 0.5390
C1551_A0048 343.15  43.80 0.5390
C1551_A0048 353.15  50.50 0.5390
C1551_A0048 363.15  58.00 0.5390
C1551_A0048 373.15  64.90 0.5390
C1551_A0048 303.15  35.60 0.6370
C1551_A0048 313.15  47.70 0.6370
C1551_A0048 323.15  59.40 0.6370
C1551_A0048 333.15  67.60 0.6370
C1551_A0048 343.15  80.10 0.6370
C1551_A0048 353.15  93.90 0.6370
C1551_A0048 363.15  105.40 0.6370
C1551_A0048 373.15  113.30 0.6370
C1551_A0048 303.15  49.90 0.7210
C1551_A0048 313.15  63.90 0.7210
C1551_A0048 323.15  78.80 0.7210
C1551_A0048 333.15  91.80 0.7210
C1551_A0048 343.15  114.20 0.7210
C1551_A0048 353.15  130.90 0.7210
C1551_A0048 363.15  147.10 0.7210
C1551_A0048 373.15  160.70 0.7210
C1551_A0048 303.15  64.60 0.7630
C1551_A0048 313.15  82.70 0.7630
C1551_A0048 323.15  103.50 0.7630
C1551_A0048 333.15  132.70 0.7630
C1551_A0048 343.15  158.10 0.7630
C1551_A0048 353.15  186.30 0.7630
C1551_A0048 363.15  210.80 0.7630
C1551_A0048 373.15  231.70 0.7630
C1551_A0048 303.15  170.70 0.8200
C1551_A0048 313.15  197.80 0.8200
C1551_A0048 323.15  225.20 0.8200
C1551_A0048 333.15  250.40 0.8200
C1551_A0048 343.15  283.30 0.8200
C1551_A0048 353.15  309.30 0.8200
C1551_A0048 363.15  335.10 0.8200
C1551_A0048 373.15  365.80 0.8200
C0290_A0020 313.15  17.26 0.1970
C0290_A0020 313.15  28.85 0.3190
C0290_A0020 313.15  44.15 0.4170
C0290_A0020 313.15  56.70 0.5070
C0290_A0020 313.15  70.49 0.5890
C0290_A0020 313.15  83.73 0.6580
C0290_A0020 313.15  92.90 0.7080
C0290_A0020 323.15  15.61 0.1910
C0290_A0020 323.15  28.78 0.2970
C0290_A0020 323.15  43.33 0.3980
C0290_A0020 323.15  57.18 0.4890
C0290_A0020 323.15  70.42 0.5510
C0290_A0020 323.15  83.73 0.6270
C0290_A0020 323.15  92.28 0.6710
C0290_A0020 333.15  15.61 0.1600
C0290_A0020 333.15  28.43 0.2920
C0290_A0020 333.15  43.46 0.3730
C0290_A0020 333.15  56.15 0.4540
C0290_A0020 333.15  70.49 0.5230
C0290_A0020 333.15  84.14 0.6050
C0290_A0020 333.15  93.73 0.6510
C0290_A0020 308.22  5.71 0.1005
C0290_A0020 313.11  6.21 0.1005
C0290_A0020 318.13  6.77 0.1005
C0290_A0020 323.23  7.36 0.1005
C0290_A0020 328.14  7.96 0.1005
C0290_A0020 333.12  8.57 0.1005
C0290_A0020 338.16  9.21 0.1005
C0290_A0020 343.11  9.86 0.1005
C0290_A0020 348.20  10.54 0.1005
C0290_A0020 353.17  11.23 0.1005
C0290_A0020 358.13  11.93 0.1005
C0290_A0020 363.12  12.64 0.1005
C0290_A0020 308.20  12.54 0.2000
C0290_A0020 313.25  13.73 0.2000
C0290_A0020 318.13  14.95 0.2000
C0290_A0020 323.14  16.25 0.2000
C0290_A0020 328.00  17.56 0.2000
C0290_A0020 333.05  18.96 0.2000
C0290_A0020 338.18  20.45 0.2000
C0290_A0020 343.08  21.94 0.2000
C0290_A0020 348.13  23.47 0.2000
C0290_A0020 353.19  25.02 0.2000
C0290_A0020 358.19  26.65 0.2000
C0290_A0020 363.21  28.27 0.2000
C0290_A0020 308.26  21.23 0.2992
C0290_A0020 313.24  22.99 0.2992
C0290_A0020 318.39  25.14 0.2992
C0290_A0020 323.62  27.48 0.2992
C0290_A0020 328.19  29.54 0.2992
C0290_A0020 333.40  32.09 0.2992
C0290_A0020 338.18  34.49 0.2992
C0290_A0020 343.13  37.09 0.2992
C0290_A0020 343.13  37.29 0.2992
C0290_A0020 348.11  39.69 0.2992
C0290_A0020 353.09  42.29 0.2992
C0290_A0020 358.27  45.29 0.2992
C0290_A0020 363.10  47.89 0.2992
C0290_A0020 309.16  34.52 0.4149
C0290_A0020 313.18  37.53 0.4149
C0290_A0020 318.11  40.92 0.4149
C0290_A0020 323.25  44.71 0.4149
C0290_A0020 328.13  48.71 0.4149
C0290_A0020 333.12  52.71 0.4149
C0290_A0020 336.47  55.31 0.4149
C0290_A0020 338.12  56.91 0.4149
C0290_A0020 343.13  61.50 0.4149
C0290_A0020 343.12  61.90 0.4149
C0290_A0020 348.12  65.90 0.4149
C0290_A0020 348.24  65.90 0.4149
C0290_A0020 353.30  70.90 0.4149
C0290_A0020 358.25  75.70 0.4149
C0290_A0020 363.29  80.90 0.4149
C0290_A0020 308.33  47.07 0.5050
C0290_A0020 313.42  52.27 0.5050
C0290_A0020 315.35  53.90 0.5050
C0290_A0020 318.39  57.47 0.5050
C0290_A0020 323.27  62.90 0.5050
C0290_A0020 328.11  68.90 0.5050
C0290_A0020 333.31  75.30 0.5050
C0290_A0020 338.15  81.90 0.5050
C0290_A0020 343.13  88.90 0.5050
C0290_A0020 348.31  96.30 0.5050
C0290_A0020 353.34  103.90 0.5050
C0290_A0020 358.37  111.30 0.5050
C0290_A0020 363.14  119.30 0.5050
C0290_A0020 307.79  69.80 0.6019
C0290_A0020 313.16  79.20 0.6019
C0290_A0020 318.03  88.40 0.6019
C0290_A0020 323.05  99.40 0.6019
C0290_A0020 327.93  111.60 0.6019
C0290_A0020 332.79  124.80 0.6019
C0290_A0020 337.69  138.80 0.6019
C0290_A0020 342.59  153.20 0.6019
C0290_A0020 347.81  168.80 0.6019
C0290_A0020 352.46  182.80 0.6019
C0290_A0020 357.50  198.00 0.6019
C0290_A0020 362.51  213.00 0.6019
C0290_A0020 308.25  268.00 0.7024
C0290_A0020 313.08  295.00 0.7024
C0290_A0020 318.03  320.40 0.7024
C0290_A0020 322.87  344.00 0.7024
C0290_A0020 322.86  344.40 0.7024
C0290_A0020 322.92  344.80 0.7024
C0290_A0020 322.90  345.00 0.7024
C0290_A0020 327.87  368.80 0.7024
C0290_A0020 332.79  392.00 0.7024
C0290_A0020 337.69  414.00 0.7024
C0290_A0020 342.61  435.60 0.7024
C0290_A0020 347.68  456.80 0.7024
C0290_A0020 352.57  476.80 0.7024
C0290_A0020 357.52  496.40 0.7024
C0290_A0020 362.35  515.00 0.7024
C0290_A0020 362.44  515.40 0.7024
C0290_A0020 312.98  676.00 0.7523
C0290_A0020 320.42  710.40 0.7523
C0290_A0020 327.89  745.40 0.7523
C0290_A0020 335.29  776.00 0.7523
C0290_A0020 342.66  804.80 0.7523
C0290_A0020 350.08  832.00 0.7523
C0290_A0020 357.41  858.00 0.7523
C0290_A0020 322.15  49.00 0.4271
C0290_A0020 322.15  56.10 0.4571
C0290_A0020 322.15  63.40 0.4897
C0290_A0020 322.15  69.40 0.5222
C0290_A0020 322.15  75.10 0.5352
C0290_A0020 322.15  81.70 0.5683
C0290_A0020 322.15  87.00 0.5840
C0290_A0020 322.15  87.20 0.5854
C0290_A0020 317.45  46.60 0.4430
C0290_A0020 317.45  53.30 0.4748
C0290_A0020 317.45  60.20 0.5096
C0290_A0020 317.45  66.00 0.5335
C0290_A0020 317.45  71.40 0.5534
C0290_A0020 317.45  77.70 0.5803
C0290_A0020 317.45  82.50 0.6002
C0290_A0020 317.45  82.70 0.6057
C0290_A0020 312.45  44.10 0.4571
C0290_A0020 312.45  50.50 0.4839
C0290_A0020 312.45  57.00 0.5187
C0290_A0020 312.45  62.40 0.5461
C0290_A0020 312.45  67.40 0.5645
C0290_A0020 312.45  73.50 0.5890
C0290_A0020 312.45  77.70 0.6157
C0290_A0020 312.45  78.20 0.6163
C0290_A0020 307.55  41.70 0.4697
C0290_A0020 307.55  47.70 0.5012
C0290_A0020 307.55  53.80 0.5335
C0290_A0020 307.55  59.10 0.5629
C0290_A0020 307.55  63.50 0.5869
C0290_A0020 307.55  69.20 0.6091
C0290_A0020 307.55  73.50 0.6221
C0290_A0020 307.55  73.90 0.6265
C0290_A0011 313.15  17.93 0.2340
C0290_A0011 313.15  29.51 0.3530
C0290_A0011 313.15  42.06 0.4520
C0290_A0011 313.15  56.54 0.5420
C0290_A0011 313.15  70.33 0.6280
C0290_A0011 313.15  83.98 0.7150
C0290_A0011 313.15  92.67 0.7550
C0290_A0011 323.15  16.00 0.2230
C0290_A0011 323.15  29.03 0.3550
C0290_A0011 323.15  44.27 0.4410
C0290_A0011 323.15  56.82 0.5140
C0290_A0011 323.15  70.54 0.5840
C0290_A0011 323.15  83.98 0.6600
C0290_A0011 323.15  92.67 0.7050
C0290_A0011 333.15  17.38 0.2480
C0290_A0011 333.15  30.06 0.3500
C0290_A0011 333.15  43.51 0.4500
C0290_A0011 333.15  56.89 0.5340
C0290_A0011 333.15  71.30 0.6030
C0290_A0011 333.15  84.60 0.6820
C0290_A0011 333.15  92.88 0.7260
C0290_A0011 303.15  1.29 0.0294
C0290_A0011 303.15  2.93 0.0705
C0290_A0011 303.15  4.89 0.1148
C0290_A0011 303.15  7.21 0.1652
C0290_A0011 303.15  9.78 0.2176
C0290_A0011 303.15  12.20 0.2675
C0290_A0011 303.15  14.57 0.3149
C0290_A0011 313.15  1.35 0.0281
C0290_A0011 313.15  3.09 0.0661
C0290_A0011 313.15  5.18 0.1074
C0290_A0011 313.15  7.64 0.1553
C0290_A0011 313.15  10.37 0.2080
C0290_A0011 313.15  13.00 0.2600
C0290_A0011 313.15  15.34 0.3071
C0290_A0011 323.15  1.42 0.0263
C0290_A0011 323.15  3.25 0.0623
C0290_A0011 323.15  5.46 0.1012
C0290_A0011 323.15  8.05 0.1471
C0290_A0011 323.15  10.93 0.1960
C0290_A0011 323.15  13.65 0.2443
C0290_A0011 323.15  16.19 0.2961
C0290_A0011 333.15  1.48 0.0249
C0290_A0011 333.15  3.41 0.0592
C0290_A0011 333.15  5.72 0.0962
C0290_A0011 333.15  8.44 0.1404
C0290_A0011 333.15  11.48 0.1874
C0290_A0011 333.15  14.32 0.2355
C0290_A0011 333.15  16.99 0.2875
C0290_A0011 343.15  1.55 0.0238
C0290_A0011 343.15  3.55 0.0565
C0290_A0011 343.15  5.97 0.0920
C0290_A0011 343.15  8.82 0.1349
C0290_A0011 343.15  11.96 0.1824
C0290_A0011 343.15  15.00 0.2271
C0290_A0011 343.15  17.76 0.2804
C0290_A0011 353.15  1.61 0.0231
C0290_A0011 353.15  3.70 0.0546
C0290_A0011 353.15  6.20 0.0895
C0290_A0011 353.15  9.18 0.1308
C0290_A0011 353.15  12.46 0.1777
C0290_A0011 353.15  15.58 0.2239
C0290_A0011 353.15  18.50 0.2752
C0290_A0048 298.20  13.26 0.3021
C0290_A0048 313.30  14.96 0.2775
C0290_A0048 333.30  16.23 0.2467
C0290_A0048 298.20  22.74 0.4519
C0290_A0048 313.30  28.88 0.4508
C0290_A0048 333.30  28.59 0.3822
C0290_A0048 298.20  31.11 0.5529
C0290_A0048 298.20  41.67 0.6423
C0290_A0048 313.30  42.96 0.5750
C0290_A0048 333.30  42.56 0.4937
C0290_A0048 298.20  50.96 0.7043
C0290_A0048 298.20  60.13 0.7516
C0290_A0048 313.30  56.76 0.6556
C0290_A0048 333.30  55.99 0.5746
C0290_A0048 313.30  70.05 0.7099
C0290_A0048 333.30  70.04 0.6293
C0290_A0048 313.30  83.60 0.7627
C0290_A0048 313.30  96.87 0.7795
C0290_A0048 313.30  114.76 0.7918
C0290_A0048 333.30  83.97 0.6886
C0290_A0048 333.30  97.52 0.7178
C0290_A0048 333.30  114.69 0.7521
C0290_A0048 301.15  6.80 0.3019
C0290_A0048 303.85  7.20 0.3019
C0290_A0048 314.05  8.20 0.3019
C0290_A0048 324.15  9.60 0.3019
C0290_A0048 334.35  12.80 0.3019
C0290_A0048 344.55  16.00 0.3019
C0290_A0048 298.95  12.30 0.3762
C0290_A0048 303.85  13.00 0.3762
C0290_A0048 314.05  14.80 0.3762
C0290_A0048 324.15  17.20 0.3762
C0290_A0048 334.35  20.00 0.3762
C0290_A0048 344.55  23.40 0.3762
C0290_A0048 298.95  16.40 0.4386
C0290_A0048 303.85  17.10 0.4386
C0290_A0048 314.05  18.90 0.4386
C0290_A0048 324.15  22.00 0.4386
C0290_A0048 334.35  24.80 0.4386
C0290_A0048 344.55  28.60 0.4386
C0290_A0048 299.95  19.70 0.4849
C0290_A0048 303.85  20.20 0.4849
C0290_A0048 314.05  23.40 0.4849
C0290_A0048 324.15  27.50 0.4849
C0290_A0048 334.35  32.20 0.4849
C0290_A0048 344.55  38.00 0.4849
C0290_A0048 300.25  22.70 0.5344
C0290_A0048 303.85  23.30 0.5344
C0290_A0048 314.05  27.20 0.5344
C0290_A0048 324.15  32.60 0.5344
C0290_A0048 334.35  38.20 0.5344
C0290_A0048 344.55  46.80 0.5344
C0290_A0048 300.15  27.80 0.5722
C0290_A0048 303.85  28.40 0.5722
C0290_A0048 314.05  32.20 0.5722
C0290_A0048 324.15  38.00 0.5722
C0290_A0048 334.35  44.80 0.5722
C0290_A0048 344.55  53.80 0.5722
C0290_A0048 299.15  30.40 0.6081
C0290_A0048 303.85  31.20 0.6081
C0290_A0048 314.05  36.60 0.6081
C0290_A0048 324.15  44.00 0.6081
C0290_A0048 334.35  53.20 0.6081
C0290_A0048 344.55  64.00 0.6081
C0290_A0048 300.85  36.60 0.6587
C0290_A0048 303.85  37.80 0.6587
C0290_A0048 314.05  46.00 0.6587
C0290_A0048 324.15  55.40 0.6587
C0290_A0048 334.35  67.00 0.6587
C0290_A0048 344.55  79.20 0.6587
C0290_A0048 298.25  40.20 0.6993
C0290_A0048 303.85  44.00 0.6993
C0290_A0048 314.05  53.00 0.6993
C0290_A0048 324.15  65.00 0.6993
C0290_A0048 334.35  79.00 0.6993
C0290_A0048 344.55  96.00 0.6993
