method,alpha,nominal_coverage,empirical_coverage,mean_width,median_width,n
cqr,0.2,0.8,0.7591933570581257,4.038257598876953,3.808931350708008,843
cqr,0.1,0.9,0.8873072360616845,6.5345458984375,6.316623210906982,843
cqr,0.05,0.95,0.9549228944246738,10.15418815612793,10.093656539916992,843
normalized_conformal,0.2,0.8,0.7627520759193357,2.4323289036746227,2.272522326637951,843
normalized_conformal,0.1,0.9,0.8956109134045077,3.6850449128865175,3.442933571420678,843
normalized_conformal,0.05,0.95,0.9430604982206405,4.8663738972675255,4.546647994274693,843
split_conformal,0.2,0.8,0.7746144721233689,2.6695713043212876,2.6695713043212876,843
split_conformal,0.1,0.9,0.8778173190984578,3.941608657836916,3.941608657836915,843
split_conformal,0.05,0.95,0.9442467378410438,5.8256754684448255,5.825675468444825,843
