top_k,cv_r2_mean,cv_r2_std,folds
4,0.2630014894155727,0.023283519095432876,"[0.27676785967256445, 0.26973187521648667, 0.2821097077351339, 0.22339651503810587]"
6,0.35527911802690626,0.023799166906551757,"[0.3661021846165301, 0.32663618093240687, 0.38836828893284936, 0.3400098176258387]"
8,0.358881729826121,0.04255267726067542,"[0.37406846522937276, 0.41191212657760967, 0.35537768054502994, 0.2941686469524716]"
