top_k,cv_r2_mean,cv_r2_std,folds
4,0.49809766121693466,0.016446503857320598,"[0.4897420556269696, 0.47922526072948535, 0.5236549501122614, 0.4997683783990222]"
6,0.510459464435568,0.015246027382989346,"[0.5088110408095369, 0.4994421756311257, 0.5358377573104665, 0.4977468839911431]"
8,0.547057096547209,0.024883074973803796,"[0.5596669285701287, 0.5173974009645994, 0.5810046103281649, 0.5301594463259429]"
