top_k,cv_r2_mean,cv_r2_std,folds
4,0.27630164980508287,0.15871550201994183,"[0.36414175389103465, 0.2831332351710324, 0.43934465797253386, 0.01858695218573081]"
6,0.583037897588287,0.11920601888128218,"[0.6830577490043516, 0.6077910079698166, 0.6592866694237323, 0.3820161639552472]"
8,0.5453510958946275,0.07999348450330239,"[0.6274344845508271, 0.5446131236691558, 0.5928516959093788, 0.4165050794491485]"
