top_k,cv_r2_mean,cv_r2_std,folds
4,0.13971991667337913,0.18238122521403333,"[0.4209417783232683, 0.044665301898673904, -0.07084010455957412, 0.16411269103114845]"
6,0.17892069415960607,0.10829242550393806,"[0.3662042519718247, 0.10691568486942227, 0.1227936073453395, 0.11976923245183779]"
8,0.13486704320696655,0.1071786552822296,"[0.24807350579591259, 0.21884339215612514, -0.0213472558192751, 0.09389853069510357]"
