best_params,Train_R2,Test_R2,Test_MAE,Test_MSE,Test_RMSE
"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 300, 'reg_lambda': 5, 'subsample': 0.8}",0.9772142284439275,0.7797432088477693,1.0562154516744182,2.54584511104492,1.5955704657096532
