top_k,cv_r2_mean,cv_r2_std,folds
4,0.6503052254024428,0.034093236063605835,"[0.6398490722732654, 0.6351182320124849, 0.7077397653475308, 0.6185138319764907]"
6,0.6173380343059303,0.058165314110578584,"[0.6238727984189174, 0.5333349156978897, 0.6975023636793818, 0.6146420594275323]"
8,0.6946002646900706,0.20059708806073104,"[0.7910098339249607, 0.852249594524739, 0.7849825082840001, 0.3501591220265827]"
