top_k,cv_r2_mean,cv_r2_std,folds
4,0.5988544441879347,0.08320654266227535,"[0.4589870921410596, 0.6730348419371656, 0.6163630035680301, 0.6470328391054834]"
6,0.602377569581362,0.08719207988014514,"[0.4559349158940048, 0.6765789711722668, 0.617893134285092, 0.6591032569740842]"
8,0.6169078323411945,0.08472500075000795,"[0.4730847889182732, 0.6805594713642802, 0.6374618039869896, 0.6765252650952349]"
