candidate_id,solvent_id,temperature_k,pressure_bar,cation_code,anion_code,ln_pressure_bar,cation_smiles,anion_smiles,prediction,lower,upper,interval_width,domain_status,confidence_grade,rank_score,reason_codes,decision,decision_priority
zenodo_observed_q50,C0852_A0020,303.15,11.02,C0852,A0020,2.3997118037247684,OCC[n+]1ccn(c1)C,F[B-](F)(F)F,-1.9186888,-2.6546955,-1.182682,1.4720135,in_domain,B,-2.654695510864258,within_training_domain,test,0
zenodo_observed_q80,C0530_A0048,298.15,40.13,C0530,A0048,3.692124184278825,OCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,-0.5093917,-1.2453985,0.22661507,1.4720136,out_of_domain,D,-3.6916468772949305,cation_code=unseen,needs_data,2
deliberate_ood_high_pressure,C9999_A9999,500.0,1500.0,C9999,A9999,7.313220387090301,C[N+](C)(C)C,[Cl-],-0.7276603,-1.4636672,0.008346498,1.4720137,out_of_domain,D,-3.9099155101837244,temperature_k=outside_training_range;pressure_bar=outside_training_range;ln_pressure_bar=edge_training_range;cation_code=unseen;anion_code=unseen,needs_data,2
zenodo_observed_q20,C0852_A0020,353.15,7.96,C0852,A0020,2.074428999856292,OCC[n+]1ccn(c1)C,F[B-](F)(F)F,-3.097427,-3.8334336,-2.3614202,1.4720135,in_domain,B,-3.8334336280822754,within_training_domain,reject,3
