top_k,cv_r2_mean,cv_r2_std,folds
4,0.23585681910532955,0.09175644150245807,"[0.2925172290828686, 0.3059072833237555, 0.26612746227610395, 0.07887530173859014]"
6,0.2956084764495237,0.006214719372968895,"[0.29715816614124624, 0.3043516283434988, 0.2870949047539728, 0.29382920655937705]"
8,0.4277338620889831,0.10486226823704026,"[0.5366408547845976, 0.516681166719692, 0.3769671933598433, 0.28064623349179973]"
