solvent_id,temperature_k,pressure_bar,co2_solubility_mol_frac,cation_code,anion_code,ln_pressure_bar,ln_co2_solubility,cation_smiles,anion_smiles,source_record,source_file
C0852_A0084,343.15,10.63,0.118,C0852,A0084,2.363680192353857,-2.137070654516472,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0852_A0084,353.15,1.24,0.013,C0852,A0084,0.2151113796169455,-4.3428059215206005,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0852_A0084,353.15,3.07,0.034,C0852,A0084,1.1216775615991057,-3.3813947543659757,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0852_A0084,353.15,5.58,0.058,C0852,A0084,1.7191887763932197,-2.8473122684357177,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0852_A0084,353.15,8.01,0.083,C0852,A0084,2.080690761080268,-2.488914671185539,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0852_A0084,353.15,11.05,0.112,C0852,A0084,2.402430427963762,-2.1892564076870427,OCC[n+]1ccn(c1)C,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,1.24,0.0061,C1547,A0087,0.2151113796169455,-5.099466507802871,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,3.48,0.0172,C1547,A0087,1.247032293786383,-4.06284589516273,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,6.15,0.03,C1547,A0087,1.8164520818184267,-3.506557897319982,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,11.69,0.0575,C1547,A0087,2.458733775483977,-2.855970331178832,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,13.48,0.0654,C1547,A0087,2.601207105484161,-2.727233020518984,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,298.15,15.42,0.0761,C1547,A0087,2.7356653681351832,-2.575707014114497,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,1.34,0.0051,C1547,A0087,0.29266961396282004,-5.2785147392518565,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,2.18,0.0085,C1547,A0087,0.7793248768009977,-4.767689115485866,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,5.89,0.0226,C1547,A0087,1.7732559976634952,-3.789805372703897,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,10.61,0.0411,C1547,A0087,2.3617969526258915,-3.191747157479948,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,12.87,0.0496,C1547,A0087,2.554899021608035,-3.0037644452512553,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,313.15,14.1,0.0546,C1547,A0087,2.6461747973841225,-2.9077213962312776,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,1.56,0.0024,C1547,A0087,0.44468582126144574,-6.032286541628237,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,2.98,0.0045,C1547,A0087,1.091923300517313,-5.403677882205863,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,5.48,0.0092,C1547,A0087,1.7011051009599243,-4.688551794927142,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,9.48,0.016,C1547,A0087,2.2491843162669305,-4.135166556742356,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,12.36,0.0206,C1547,A0087,2.514465452029545,-3.8824642031866015,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0087,328.15,15.16,0.0253,C1547,A0087,2.7186603802142257,-3.6769508832486624,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,1.54,0.0078,C1547,A0081,0.43178241642553783,-4.853631545286591,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,3.48,0.0179,C1547,A0081,1.247032293786383,-4.022954566135428,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,7.65,0.0392,C1547,A0081,2.0347056478384444,-3.23907853218572,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,10.59,0.0538,C1547,A0081,2.359910159613315,-2.9224818118143983,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,13.48,0.0691,C1547,A0081,2.601207105484161,-2.672200548208513,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,298.15,15.23,0.0776,C1547,A0081,2.7232671669070703,-2.556187851792964,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,1.86,0.0074,C1547,A0081,0.62057648772511,-4.9062752787720125,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,4.21,0.0163,C1547,A0081,1.43746264769429,-4.11659017116942,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,8.15,0.0317,C1547,A0081,2.0980179272527715,-3.451438598098902,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,11.89,0.0464,C1547,A0081,2.4756977107026903,-3.0704558197499274,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,13.48,0.0525,C1547,A0081,2.601207105484161,-2.946942109384559,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,313.15,15.62,0.0607,C1547,A0081,2.7485521444115397,-2.8018115809166844,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,1.58,0.0027,C1547,A0081,0.4574248470388755,-5.914503505971854,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,3.59,0.0062,C1547,A0081,1.2781522025001875,-5.083205986931091,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,7.98,0.0142,C1547,A0081,2.0769384114617173,-4.254513314374922,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,10.52,0.0182,C1547,A0081,2.3532782073095637,-4.006333684899388,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,13.14,0.023,C1547,A0081,2.5756610130564646,-3.7722610630529876,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C1547_A0081,328.15,15.35,0.0271,C1547,A0081,2.731115474033206,-3.6082215510964817,OCC[NH+](CCO)C,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,0.2,0.0008,C0190,A0049,-1.6094379124341003,-7.1308988302963465,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,0.49,0.005,C0190,A0049,-0.7133498878774648,-5.298317366548036,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,0.5,0.004,C0190,A0049,-0.6931471805599453,-5.521460917862246,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,0.99,0.0094,C0190,A0049,-0.01005033585350145,-4.667045589706179,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,1.5,0.014,C0190,A0049,0.4054651081081644,-4.268697949366879,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,2.0,0.0186,C0190,A0049,0.6931471805599453,-3.9845936982629815,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,3.0,0.029,C0190,A0049,1.0986122886681098,-3.540459448995663,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0049,333.14,3.0,0.029,C0190,A0049,1.0986122886681098,-3.540459448995663,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,328.13,9.7,0.103,C0190,A0020,2.272125885509337,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,333.28,10.5,0.103,C0190,A0020,2.3513752571634776,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,338.1,11.1,0.103,C0190,A0020,2.4069451083182885,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,343.16,12.0,0.103,C0190,A0020,2.4849066497880004,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,348.1,12.8,0.103,C0190,A0020,2.5494451709255714,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,353.13,13.7,0.103,C0190,A0020,2.617395832834079,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,358.15,14.7,0.103,C0190,A0020,2.6878474937846906,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,363.19,15.7,0.103,C0190,A0020,2.7536607123542622,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,368.14,16.5,0.103,C0190,A0020,2.803360380906535,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,293.18,5.4,0.103,C0190,A0020,1.6863989535702288,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,298.18,5.7,0.103,C0190,A0020,1.7404661748405046,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,303.14,6.3,0.103,C0190,A0020,1.840549633397487,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,308.14,6.9,0.103,C0190,A0020,1.9315214116032138,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.12,7.7,0.103,C0190,A0020,2.0412203288596382,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.17,8.3,0.103,C0190,A0020,2.1162555148025524,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.14,9.0,0.103,C0190,A0020,2.1972245773362196,-2.2730262907525014,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,293.18,10.9,0.201,C0190,A0020,2.388762789235098,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,298.14,11.9,0.201,C0190,A0020,2.4765384001174837,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,303.15,13.2,0.201,C0190,A0020,2.580216829592325,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,308.17,14.5,0.201,C0190,A0020,2.6741486494265287,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.19,16.2,0.201,C0190,A0020,2.785011242238338,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.13,17.6,0.201,C0190,A0020,2.8678989020441064,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.06,19.1,0.201,C0190,A0020,2.9496883350525844,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,328.14,20.8,0.201,C0190,A0020,3.0349529867072724,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,333.11,22.5,0.201,C0190,A0020,3.1135153092103742,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,338.15,24.3,0.201,C0190,A0020,3.190476350346503,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,343.1,26.1,0.201,C0190,A0020,3.261935314328648,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,348.15,28.0,0.201,C0190,A0020,3.332204510175204,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,353.13,29.9,0.201,C0190,A0020,3.3978584803966405,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,358.12,32.0,0.201,C0190,A0020,3.4657359027997265,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,363.13,34.0,0.201,C0190,A0020,3.5263605246161616,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,368.16,36.2,0.201,C0190,A0020,3.5890591188317256,-1.6044503709230613,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,302.37,21.7,0.299,C0190,A0020,3.077312260546414,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,308.66,24.6,0.299,C0190,A0020,3.202746442938317,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.48,26.9,0.299,C0190,A0020,3.292126286607793,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.4,29.6,0.299,C0190,A0020,3.3877743613300146,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.29,32.3,0.299,C0190,A0020,3.475067230228611,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,327.96,34.9,0.299,C0190,A0020,3.5524868292083815,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,328.04,35.2,0.299,C0190,A0020,3.5610460826040513,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,332.64,38.2,0.299,C0190,A0020,3.6428355156125294,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,337.39,40.9,0.299,C0190,A0020,3.711130063048756,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,342.41,44.0,0.299,C0190,A0020,3.784189633918261,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,347.21,47.4,0.299,C0190,A0020,3.858622228701031,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,351.75,50.5,0.299,C0190,A0020,3.9219733362813143,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,357.27,54.2,0.299,C0190,A0020,3.9926809084456005,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,363.33,58.4,0.299,C0190,A0020,4.067315889834181,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,367.81,61.8,0.299,C0190,A0020,4.123903364463645,-1.2073117055914506,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,303.39,34.4,0.404,C0190,A0020,3.5380565643793527,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,308.37,38.1,0.404,C0190,A0020,3.6402142821326553,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.39,42.0,0.404,C0190,A0020,3.7376696182833684,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.33,46.3,0.404,C0190,A0020,3.835141961092188,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.27,50.8,0.404,C0190,A0020,3.927896354584436,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,328.25,55.6,0.404,C0190,A0020,4.018183201256536,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,333.25,60.6,0.404,C0190,A0020,4.104294893075269,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,338.16,65.8,0.404,C0190,A0020,4.186619838331271,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,343.13,71.2,0.404,C0190,A0020,4.26549281841793,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,348.1,77.0,0.404,C0190,A0020,4.343805421853684,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,352.98,82.8,0.404,C0190,A0020,4.416428061391214,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,358.23,89.2,0.404,C0190,A0020,4.490881039585964,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,362.98,95.2,0.404,C0190,A0020,4.55597994179732,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,367.82,101.6,0.404,C0190,A0020,4.6210435351443815,-0.9063404010209869,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,303.63,48.1,0.498,C0190,A0020,3.8732821771117156,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,308.28,53.2,0.498,C0190,A0020,3.9740583963475986,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.39,59.6,0.498,C0190,A0020,4.087655574071304,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.51,66.4,0.498,C0190,A0020,4.1956970564823886,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.07,73.1,0.498,C0190,A0020,4.291828366755733,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,327.84,80.4,0.498,C0190,A0020,4.387014176184921,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,332.91,88.9,0.498,C0190,A0020,4.487512142519859,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,337.87,97.7,0.498,C0190,A0020,4.581901559048737,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,342.82,107.2,0.498,C0190,A0020,4.674696248636701,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,348.15,117.7,0.498,C0190,A0020,4.768139014266231,-0.6971552019574841,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,313.07,104.6,0.602,C0190,A0020,4.650143551630823,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,317.88,127.6,0.602,C0190,A0020,4.848900370910689,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,322.98,152.2,0.602,C0190,A0020,5.025195445427586,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,327.97,175.2,0.602,C0190,A0020,5.165928178502291,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,332.8,198.2,0.602,C0190,A0020,5.289276621895888,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,338.05,221.4,0.602,C0190,A0020,5.399971020274537,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,342.88,243.4,0.602,C0190,A0020,5.494706180553427,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,347.81,265.4,0.602,C0190,A0020,5.581238121898107,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,352.87,287.8,0.602,C0190,A0020,5.662265794453267,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,357.77,308.8,0.602,C0190,A0020,5.732693818150621,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,362.68,329.2,0.602,C0190,A0020,5.796665468802915,-0.507497833673316,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,312.95,245.2,0.653,C0190,A0020,5.5020742040620565,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,318.08,277.0,0.653,C0190,A0020,5.6240175061873385,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,323.07,308.4,0.653,C0190,A0020,5.731397641689174,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,327.91,335.4,0.653,C0190,A0020,5.815323849389109,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,332.97,362.8,0.653,C0190,A0020,5.893851718240982,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,337.93,389.6,0.653,C0190,A0020,5.96512057176838,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,342.8,415.8,0.653,C0190,A0020,6.030204375423913,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,347.88,442.6,0.653,C0190,A0020,6.092666427616949,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,352.94,465.6,0.653,C0190,A0020,6.1433268964172285,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,358.04,489.8,0.653,C0190,A0020,6.193997144518067,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,362.94,513.2,0.653,C0190,A0020,6.240665632741481,-0.42617814970570594,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0190_A0020,333.04,694.0,0.703,C0190,A0020,6.542471960506805,-0.3523983871714722,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
