solvent_id,temperature_k,pressure_bar,co2_solubility_mol_frac,cation_code,anion_code,ln_pressure_bar,ln_co2_solubility,cation_smiles,anion_smiles,source_record,source_file
C0495_A0020,303.15,1.4,0.4792,C0495,A0020,0.3364722366212129,-0.7356372321808974,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,303.15,1.6,0.4805,C0495,A0020,0.47000362924573563,-0.7329280505717899,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,0.1,0.3827,C0495,A0020,-2.3025850929940455,-0.9605038865504805,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,0.2,0.4083,C0495,A0020,-1.6094379124341003,-0.895753080656607,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,0.4,0.422,C0495,A0020,-0.916290731874155,-0.8627499649461253,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,0.6,0.4286,C0495,A0020,-0.5108256237659907,-0.8472311959426605,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,0.8,0.4318,C0495,A0020,-0.2231435513142097,-0.8397927609014301,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,1.0,0.435,C0495,A0020,0.0,-0.8324092478934529,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,1.2,0.4382,C0495,A0020,0.1823215567939546,-0.8250798518207709,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,1.4,0.4388,C0495,A0020,0.3364722366212129,-0.8237115505810618,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0020,323.15,1.6,0.4398,C0495,A0020,0.47000362924573563,-0.8214352008614761,,F[B-](F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,0.1,0.4444,C0495,A0056,-2.3025850929940455,-0.8110302212166621,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,0.2,0.4595,C0495,A0056,-1.6094379124341003,-0.7776163371863952,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,0.4,0.4681,C0495,A0056,-0.916290731874155,-0.7590733306761122,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,0.6,0.4737,C0495,A0056,-0.5108256237659907,-0.747181069052431,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,0.8,0.4764,C0495,A0056,-0.2231435513142097,-0.7414974415009921,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,1.0,0.4792,C0495,A0056,0.0,-0.7356372321808974,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,1.2,0.4819,C0495,A0056,0.1823215567939546,-0.73001865533585,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,1.4,0.4832,C0495,A0056,0.3364722366212129,-0.7273246323615318,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,303.15,1.6,0.4832,C0495,A0056,0.47000362924573563,-0.7273246323615318,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,0.1,0.3939,C0495,A0056,-2.3025850929940455,-0.931658209005277,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,0.2,0.4118,C0495,A0056,-1.6094379124341003,-0.8872174843884479,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,0.4,0.4253,C0495,A0056,-0.916290731874155,-0.8549604767225492,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,0.6,0.4318,C0495,A0056,-0.5108256237659907,-0.8397927609014301,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,0.8,0.435,C0495,A0056,-0.2231435513142097,-0.8324092478934529,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,1.0,0.4382,C0495,A0056,0.0,-0.8250798518207709,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,1.2,0.4413,C0495,A0056,0.1823215567939546,-0.8180303627066354,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,1.4,0.442,C0495,A0056,0.3364722366212129,-0.816445396904439,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0056,323.15,1.6,0.4429,C0495,A0056,0.47000362924573563,-0.8144112680529845,,,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,0.1,0.4624,C0495,A0011,-2.3025850929940455,-0.7713249616239694,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,0.2,0.4737,C0495,A0011,-1.6094379124341003,-0.747181069052431,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,0.4,0.4819,C0495,A0011,-0.916290731874155,-0.73001865533585,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,0.6,0.4872,C0495,A0011,-0.5108256237659907,-0.7190805625864497,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,0.8,0.4872,C0495,A0011,-0.2231435513142097,-0.7190805625864497,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,1.0,0.4885,C0495,A0011,0.0,-0.7164158074992997,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,1.2,0.4888,C0495,A0011,0.1823215567939546,-0.7158018711247515,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,1.4,0.489,C0495,A0011,0.3364722366212129,-0.715392789507265,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,303.15,1.6,0.4893,C0495,A0011,0.47000362924573563,-0.7147794806870591,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,0.1,0.4083,C0495,A0011,-2.3025850929940455,-0.895753080656607,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,0.2,0.4186,C0495,A0011,-1.6094379124341003,-0.8708394689702377,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,0.4,0.4398,C0495,A0011,-0.916290731874155,-0.8214352008614761,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,0.6,0.4444,C0495,A0011,-0.5108256237659907,-0.8110302212166621,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,0.8,0.4505,C0495,A0011,-0.2231435513142097,-0.7973972019337444,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,1.0,0.4521,C0495,A0011,0.0,-0.7938518846815776,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,1.2,0.453,C0495,A0011,0.1823215567939546,-0.791863153499103,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,1.4,0.4544,C0495,A0011,0.3364722366212129,-0.7887774115751954,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0011,323.15,1.6,0.4536,C0495,A0011,0.47000362924573563,-0.7905395265685947,,F[P-](F)(F)(F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,0.1,0.4737,C0495,A0048,-2.3025850929940455,-0.747181069052431,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,0.2,0.4872,C0495,A0048,-1.6094379124341003,-0.7190805625864497,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,0.4,0.4924,C0495,A0048,-0.916290731874155,-0.7084638846718386,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,0.6,0.4937,C0495,A0048,-0.5108256237659907,-0.7058272337173198,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,0.8,0.4939,C0495,A0048,-0.2231435513142097,-0.7054222114355578,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,1.0,0.4943,C0495,A0048,0.0,-0.7046126586692234,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,1.2,0.4944,C0495,A0048,0.1823215567939546,-0.704410372838656,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,1.4,0.4947,C0495,A0048,0.3364722366212129,-0.7038037607484742,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,303.15,1.6,0.4947,C0495,A0048,0.47000362924573563,-0.7038037607484742,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,0.1,0.4118,C0495,A0048,-2.3025850929940455,-0.8872174843884479,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,0.2,0.4286,C0495,A0048,-1.6094379124341003,-0.8472311959426605,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,0.4,0.4475,C0495,A0048,-0.916290731874155,-0.804078741267227,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,0.6,0.4565,C0495,A0048,-0.5108256237659907,-0.7841665789471138,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,0.8,0.4624,C0495,A0048,-0.2231435513142097,-0.7713249616239694,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,1.0,0.4638,C0495,A0048,0.0,-0.7683018541607058,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,1.2,0.4647,C0495,A0048,0.1823215567939546,-0.7663632428912044,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,1.4,0.4652,C0495,A0048,0.3364722366212129,-0.7652878583376277,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0048,323.15,1.6,0.4655,C0495,A0048,0.47000362924573563,-0.7646431822650153,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,0.1,0.4681,C0495,A0084,-2.3025850929940455,-0.7590733306761122,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,0.2,0.4792,C0495,A0084,-1.6094379124341003,-0.7356372321808974,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,0.4,0.4845,C0495,A0084,-0.916290731874155,-0.7246378476513161,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,0.6,0.4898,C0495,A0084,-0.5108256237659907,-0.7137581344640697,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,0.8,0.4911,C0495,A0084,-0.2231435513142097,-0.7111075059369382,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,1.0,0.4916,C0495,A0084,0.0,-0.7100899012902573,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,1.2,0.4919,C0495,A0084,0.1823215567939546,-0.7094798351808429,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,1.4,0.4921,C0495,A0084,0.3364722366212129,-0.7090733311102045,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,303.15,1.6,0.4924,C0495,A0084,0.47000362924573563,-0.7084638846718386,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,0.1,0.4104,C0495,A0084,-2.3025850929940455,-0.8906229851255774,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,0.2,0.4253,C0495,A0084,-1.6094379124341003,-0.8549604767225492,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,0.4,0.4444,C0495,A0084,-0.916290731874155,-0.8110302212166621,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,0.6,0.4505,C0495,A0084,-0.5108256237659907,-0.7973972019337444,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,0.8,0.4565,C0495,A0084,-0.2231435513142097,-0.7841665789471138,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,1.0,0.458,C0495,A0084,0.0,-0.780886094867952,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,1.2,0.4589,C0495,A0084,0.1823215567939546,-0.7789229575813493,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,1.4,0.4609,C0495,A0084,0.3364722366212129,-0.7745741792556745,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0495_A0084,323.15,1.6,0.4595,C0495,A0084,0.47000362924573563,-0.7776163371863952,,FC(S(=O)(=O)[O-])(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,5.2,0.186,C0152,A0048,1.6486586255873816,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,7.3,0.186,C0152,A0048,1.9878743481543455,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,8.5,0.186,C0152,A0048,2.1400661634962708,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,333.15,10.9,0.186,C0152,A0048,2.388762789235098,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,343.15,12.8,0.186,C0152,A0048,2.5494451709255714,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,353.15,15.2,0.186,C0152,A0048,2.7212954278522306,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,363.15,18.9,0.186,C0152,A0048,2.9391619220655967,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,373.15,20.1,0.186,C0152,A0048,3.0007198150650303,-1.6820086052689358,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,14.1,0.339,C0152,A0048,2.6461747973841225,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,17.4,0.339,C0152,A0048,2.856470206220483,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,21.7,0.339,C0152,A0048,3.077312260546414,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,333.15,26.8,0.339,C0152,A0048,3.288401887516811,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,343.15,30.2,0.339,C0152,A0048,3.407841924380824,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,353.15,34.5,0.339,C0152,A0048,3.5409593240373143,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,363.15,40.3,0.339,C0152,A0048,3.696351468952637,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,373.15,44.2,0.339,C0152,A0048,3.7887247890836524,-1.0817551716016867,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,20.8,0.447,C0152,A0048,3.0349529867072724,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,26.7,0.447,C0152,A0048,3.2846635654062037,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,31.7,0.447,C0152,A0048,3.456316680883235,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,333.15,38.6,0.447,C0152,A0048,3.653252276470785,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,343.15,43.8,0.447,C0152,A0048,3.7796338173824005,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,353.15,50.3,0.447,C0152,A0048,3.9180050771056933,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,363.15,57.4,0.447,C0152,A0048,4.050044303325521,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,373.15,65.4,0.447,C0152,A0048,4.180522258463153,-0.8051966843685682,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,42.4,0.561,C0152,A0048,3.7471483622379123,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,50.3,0.561,C0152,A0048,3.9180050771056933,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,59.7,0.561,C0152,A0048,4.089332020398556,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,333.15,68.8,0.561,C0152,A0048,4.231203744939298,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,343.15,80.3,0.561,C0152,A0048,4.385769620952716,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,353.15,91.9,0.561,C0152,A0048,4.520701029361642,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,363.15,104.8,0.561,C0152,A0048,4.6520537718869415,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,373.15,116.0,0.561,C0152,A0048,4.7535901911063645,-0.5780343734594406,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,62.1,0.636,C0152,A0048,4.128745988939433,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,73.8,0.636,C0152,A0048,4.301358731606427,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,84.6,0.636,C0152,A0048,4.437934266612178,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,333.15,99.8,0.636,C0152,A0048,4.603168183317418,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,343.15,114.2,0.636,C0152,A0048,4.73795129722191,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,353.15,131.5,0.636,C0152,A0048,4.879006851617819,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,363.15,153.5,0.636,C0152,A0048,5.033700567027251,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,373.15,169.3,0.636,C0152,A0048,5.13167228913909,-0.4525567156420149,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,303.15,96.6,0.719,C0152,A0048,4.570578741218473,-0.3298939212610904,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,313.15,108.7,0.719,C0152,A0048,4.688591794127164,-0.3298939212610904,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
C0152_A0048,323.15,133.5,0.719,C0152,A0048,4.894101477840304,-0.3298939212610904,,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,zenodo_3251643,data\raw\zenodo_3251643\CO2CAPACITY.txt
