il_no,solvent_id,ln_co2_solubility_exp,ln_pressure_mpa,temperature_k,b01_c_c,b03_o_o,b04_n_o,f02_c_c,f04_n_o,h_050,h_053,n_074,ncconj,arr_anion,b02_c_n_anion,b03_n_o_anion,c_025_anion,f03_n_o_anion,f05_n_o_anion,f06_o_o_anion,h_051_anion,nbo_anion,reference,pressure_mpa,co2_solubility_mol_frac,source_sheet,source_file
IL5,[HMIM][SCN],-0.657780036722654,3.056356895,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],21.24999999212845,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.209229448,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],24.760000004546047,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.3304172,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],27.950000011149022,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.423936869,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],30.690000011304814,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.504054767,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],33.24999999661305,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.578506397,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],35.8200000131615,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.628598523,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],37.65999999137562,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.657780036722654,3.679586407,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],39.62999999198112,0.518,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,3.757705645,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],42.84999999812366,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,3.825375199,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],45.85000001364156,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,3.883006056,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],48.56999998262878,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,3.941970082,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],51.52000001050503,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,3.986016685,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],53.83999998188433,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,4.02570877,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],56.020000009413444,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,4.061821371,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],58.080000028079304,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5762534290884459,4.09467784,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],60.0199999992665,0.562,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.10660246,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],60.740000023226834,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.159039321,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],64.00999999014809,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.204394067,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],66.97999997548139,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.237145361,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],69.21000001012041,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.271513981,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],71.63000002676384,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.301494224,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],73.81000001609344,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.32611744,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],75.64999998227029,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.5225608799844117,4.349115971,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],77.40999998323127,0.593,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.353755753,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],77.7700000227981,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.385271365,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],80.2600000129403,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.410614092,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],82.32000003903666,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.436633184,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],84.48999998607997,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.455625549,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],86.11000002513774,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.476882166,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],87.96000002757016,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.495466921,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],89.61000000930798,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.49265831981054176,4.51338379,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],91.22999996739593,0.611,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-6.214608098422191,-4.605170186,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.009999999999880918,0.0020000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-4.3428059215206005,-2.993734271,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.05009999999455502,0.012999999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-3.7297014486341915,-2.299589584,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.100300000001429,0.023999999999999997,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-3.0576076772720784,-1.609938037,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.19990000009510894,0.04700000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.659260036932778,-1.203972804,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.30000000009778083,0.07,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.1892564076870427,-0.693547261,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.49979999979072626,0.11199999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.8904754421672127,-0.356674944,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.6999999999571127,0.151,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.584745299843729,-0.00020002,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.9998000000026666,0.20499999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.4312917270506265,0.182321557,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.2000000002472544,0.239,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.248273063222516,0.405398439,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.4998999996712568,0.287,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.152013065395225,0.530569426,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.6999000003355824,0.316,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.0671136216087387,0.641695979,298.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.8997000000591444,0.34400000000000003,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-6.214608098422191,-4.615220522,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.009899999998431764,0.0020000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-4.710530701645918,-2.995732274,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.04999999997769956,0.009,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-4.017383521085972,-2.304587096,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.09979999996653892,0.018000000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-3.3242363405260273,-1.609938037,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.19990000009510894,0.03599999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.9187712324178627,-1.203972804,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.30000000009778083,0.054,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.4418471603275536,-0.693547261,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.49979999979072626,0.08699999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.145581344184381,-0.356817811,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.6999000002006215,0.11699999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.8325814637483102,-0.000100005,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.9999000000003333,0.15999999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.6766466621275504,0.182154876,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.1997999997158206,0.187,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.491654876777717,0.405998299,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.5007999995950494,0.225,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.3862943611198906,0.530569426,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.6999000003355824,0.25,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.3019532126861397,0.641695979,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.8997000000591444,0.272,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-6.214608098422191,-4.605170186,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.009999999999880918,0.0020000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-5.298317366548036,-2.989750202,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.0502999999937851,0.005000000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-4.509860006183766,-2.302585093,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.09999999999940459,0.011000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-3.7722610630529876,-1.609938037,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.19990000009510894,0.022999999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-3.3813947543659757,-1.205307027,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.29960000010158616,0.033999999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.9374633654300153,-0.693147181,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.49999999977997267,0.053,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.645075401940822,-0.357103607,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.6997000001611311,0.071,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.312635428847547,-0.00020002,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.9998000000026666,0.099,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-2.137070654516472,0.182154876,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.1997999997158206,0.11800000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.9379419794061366,0.405265088,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.4996999998417857,0.144,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.8325814637483102,0.530569426,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.6999000003355824,0.15999999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL6,[mp(3)pip][FSI],-1.7544636844843582,0.641801253,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.8998999996041421,0.173,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.474560357733856,-2.198225078,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.11099999996334811,0.08419999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.015153051797474,-1.57987911,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.20600000003966654,0.1333,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.7367032634799766,-1.161552088,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.3130000001383409,0.1761,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.556371191497408,-0.884307686,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.41300000000871606,0.2109,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.420471812921477,-0.657780037,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.5179999998563348,0.24160000000000004,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.3115580150058734,-0.47320876,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.6230000001212881,0.26940000000000003,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.228948790396113,-0.332679438,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.7170000002742645,0.2926,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.1548652302189082,-0.202116184,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.8170000000997836,0.3151,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.0933262842388722,-0.088831214,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.9149999997315534,0.3351,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.0356374895067213,0.019802627,303.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],1.0199999996978968,0.355,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-3.158251203051766,-2.847312268,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.05800000002527163,0.042499999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.197324582336553,-1.660731207,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.18999999996611366,0.11109999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.919365593833201,-1.244794799,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.2879999999557031,0.1467,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.6868590594026853,-0.94160854,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.3899999999447935,0.1851,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.528780009416646,-0.705219762,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.493999999898342,0.2168,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.4109969737602623,-0.509160344,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.6010000002686047,0.24390000000000003,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.3156495215505586,-0.349557476,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.7050000001197573,0.2683,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.236840407951553,-0.215671536,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.80600000038326,0.2903,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.1593181637855046,-0.089924708,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.9139999995685801,0.31370000000000003,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.0927296255099543,0.01093994,313.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],1.010999999961244,0.33529999999999993,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-3.146555163288575,-2.525728644,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.08000000002466044,0.04299999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.3676570897377607,-1.63989712,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.1939999999842489,0.09369999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.0541637344955674,-1.22758267,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.2929999999897654,0.12819999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.830084583549723,-0.926341068,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.39599999989215195,0.1604,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.6518236289305381,-0.68121861,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.5059999998455038,0.1917,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.5260163042950279,-0.494296322,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.6099999998870159,0.2174,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.4258671362397137,-0.345311185,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.7080000002041994,0.2403,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.336742582290643,-0.209487225,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.8109999998919133,0.2627,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.2584289901219947,-0.094310679,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.9100000004288296,0.2841,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-1.198653642848336,0.013902905,323.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],1.0139999998286426,0.3016,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-3.20398721237445,-2.44184716,333.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.08700000002849714,0.0406,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.54720767598538,-1.666008264,333.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.1889999999853515,0.07829999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL7,"[N1,8,8,8][FOR]",-2.159350924908138,-1.194022473,333.15,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[167],0.3030000001432487,0.11539999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
