il_no,solvent_id,ln_co2_solubility_exp,ln_pressure_mpa,temperature_k,b01_c_c,b03_o_o,b04_n_o,f02_c_c,f04_n_o,h_050,h_053,n_074,ncconj,arr_anion,b02_c_n_anion,b03_n_o_anion,c_025_anion,f03_n_o_anion,f05_n_o_anion,f06_o_o_anion,h_051_anion,nbo_anion,reference,pressure_mpa,co2_solubility_mol_frac,source_sheet,source_file
IL3,[C3MPYR][FSI],-4.710530701645918,-2.997734276,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.049900000011210734,0.009,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-4.017383521085972,-2.306593114,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.09960000003900182,0.018000000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-3.3242363405260273,-1.609938037,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.19990000009510894,0.03599999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.9187712324178627,-1.203639527,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.3000999998606983,0.054,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.4418471603275536,-0.693347201,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.4998999997813499,0.08699999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.145581344184381,-0.356960699,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.6998000000339749,0.11699999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.8263509139976741,9.9995e-05,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.0000999999996667,0.16099999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.6713133161521878,0.182321557,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.2000000002472544,0.188,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.4828052615007343,0.405665088,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.5002999998337208,0.227,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.3823023398503531,0.530392929,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.6995999995606204,0.251,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.2946271725940668,0.641590694,313.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.8995000006732907,0.274,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-6.214608098422191,-4.615170018,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.009900500000657642,0.0020000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-5.298317366548036,-2.990876084,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.05024339999762944,0.005000000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-4.509860006183766,-2.30383988,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.09987459999100891,0.011000000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-3.7722610630529876,-1.608881567,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.20011130004458508,0.022999999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-3.4112477175156566,-1.204503612,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.2998407999538219,0.03300000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.9187712324178627,-0.693559866,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.49979369985143435,0.054,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.617295837833746,-0.356960985,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.6997997998912034,0.07300000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.282782465697866,-0.00019762,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],0.999802399525546,0.10199999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-2.1286317858706076,0.18305129,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.200875999431318,0.11900000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.9449106487222299,0.405259087,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.4996910001690902,0.143,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.8325814637483102,0.530387634,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.6995910002024486,0.15999999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL3,[C3MPYR][FSI],-1.7486999797676082,0.641698085,343.15,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,[152],1.8997040008315575,0.174,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.009831197933493,-1.15518264,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.31500000004929873,0.04929999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.339249077365637,-0.438504962,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.6450000001202052,0.0964,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.9207298505250152,0.054488185,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.0559999997000225,0.14649999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.6602050294877537,0.36672428,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.443000000300528,0.19009999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.4317102246503732,0.643956936,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.9039999992970935,0.2389,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.2772606000957683,0.838112951,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.312000000438977,0.2788,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.1428777049661252,1.017763701,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.767000000540149,0.31889999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.0387408916307195,1.16315081,293.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.2000000006218214,0.35389999999999994,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.123565645063876,-1.068568167,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.3435000001098283,0.044000000000000004,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.4372599963206474,-0.354534379,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.7015000003083944,0.08739999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.004705195565819,0.141499562,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.1519999996846981,0.13469999999999996,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.7406861990440543,0.45362015,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.5740000000075371,0.1754,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.5132190546935573,0.731887009,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.079000000258054,0.22020000000000003,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.3579012866186728,0.926241063,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.525000000688509,0.2572,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.221797389238488,1.107241615,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.025999998891987,0.2947,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.1132184410574717,1.251619458,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.4960000007226615,0.32850000000000007,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.2064533048696435,-0.986176859,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.37300000012619394,0.0405,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.5157783134550873,-0.275753502,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.7589999996861589,0.08080000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.073061934715797,0.216722984,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.2420000006069816,0.12580000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.8048447087767103,0.527682741,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.695000000284059,0.16450000000000004,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.5784238589049309,0.808705521,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.2449999995639813,0.2063,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.4188175528254507,1.003202104,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.7270000003723682,0.24199999999999997,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.2779782176364316,1.184178177,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.2680000000073317,0.2786,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.1663559407546291,1.329459424,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.778999998611777,0.31150000000000005,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.2623053827955366,-0.91130319,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.4020000001459726,0.03830000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.583622622727158,-0.208254939,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.8119999998542128,0.07550000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.1362235557788205,0.28442678,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.329000000357357,0.1181,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.8643301620628905,0.594982932,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.8130000004120694,0.155,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.6347557204183902,0.876301724,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.402000000821984,0.195,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.4753441779534016,1.072610486,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.922999999622615,0.22870000000000001,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.328780454919284,1.253334234,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.5020000004774623,0.2647999999999999,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.209655587461434,1.398469937,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],4.048999999797452,0.29830000000000007,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.3354096411241523,-0.84629836,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.4290000000232175,0.0356,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.650725134482941,-0.14618251,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.8640000001538624,0.0706,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.1919385729069822,0.343589704,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.4099999994499917,0.11169999999999998,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.9214126774549258,0.654925968,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.925000000500986,0.1464,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.6890223917769427,0.938052224,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.555000000879769,0.1847,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.5209692644464923,1.13365763,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.106999998723302,0.21849999999999997,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.3727860110950982,1.315335272,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.725999999331568,0.2534,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.247228312996893,1.456752825,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],4.292000000993803,0.28730000000000006,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-3.3755296349135775,-0.789658081,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.45399999997311824,0.0342,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.700082031453033,-0.092115289,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],0.9119999999159187,0.0672,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-2.24431618487007,0.397432936,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],1.4879999993885806,0.106,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.9625477902083366,0.708528283,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.031000000815959,0.1405,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.7321706778163974,0.992510758,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],2.698000000578548,0.1769,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.5606477482646683,1.188757639,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.2830000015776273,0.21,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.410587053688935,1.372195437,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],3.944000001023906,0.24400000000000002,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL4,[HMIM][NO3],-1.2902571729229484,1.518199432,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[157],4.56400000000078,0.2752,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,-0.116533816,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],0.8900000002277969,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.122217633,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],1.1300000003115984,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.350656872,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],1.4200000005492994,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.518793793,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],1.6799999993025183,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.765467842,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.1499999996999213,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.867100488,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.3800000007535473,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,0.970778917,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.6399999995822863,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.9105430052180221,1.091923301,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.980000001438407,0.148,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,0.727548607,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.069999999426035,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,0.862889955,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.3699999996515158,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.033184483,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],2.8099999990287112,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.181727195,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],3.2599999987657107,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.355835154,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],3.8800000014154934,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.519513205,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],4.570000000429062,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.663926098,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],5.2800000014880615,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.3432348716594436,1.776645831,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],5.909999997529579,0.261,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,1.202972304,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],3.3300000000254664,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,1.340250423,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],3.8200000014573923,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,1.534714366,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],4.639999998894919,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,1.719188776,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],5.579999997805834,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,1.925707442,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],6.860000001798734,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,2.101692151,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],8.180000003152117,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,2.265921109,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],9.640000003639543,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-1.0216512475319814,2.407845604,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],11.110000003871404,0.36,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,1.740466175,303.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],5.700000000909124,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,2.013568798,313.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],7.4900000035268315,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,2.309560707,323.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],10.07000000271416,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,2.58021683,333.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],13.200000005381307,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,2.732417558,343.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],15.370000006908743,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,2.889816048,353.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],17.990000000675675,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,3.017004409,363.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],20.43000000348269,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
IL5,[HMIM][SCN],-0.7830718880879323,3.121924299,373.15,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[156],22.690000004725178,0.457,S4-Experimental data_Unique ILs,data\raw\figshare_29228990\ef5c01345_si_001.xlsx
