top_k,cv_r2_mean,cv_r2_std,folds
4,0.7169352312132498,0.07368814998448736,"[0.8299566828642263, 0.6934430441074749, 0.6253395312652472, 0.7190016666160506]"
6,0.701883992863296,0.08264345832164398,"[0.8366177057690737, 0.6630300769032748, 0.6148257041918133, 0.693062484589022]"
8,0.7207743558824645,0.06645361726750773,"[0.804041021519321, 0.6956756699403908, 0.6268471149654347, 0.756533617104712]"
