top_k,cv_r2_mean,cv_r2_std,folds
4,0.008363973217961007,0.021543707799343368,"[-0.017067622076563316, 0.04251502700058596, 0.0023534273391986327, 0.005655060608622753]"
6,0.23222895594609475,0.032064144902760196,"[0.26429684380323337, 0.2526643834621297, 0.18059834673061093, 0.23135624978840497]"
8,0.3006127430364732,0.03388767542430603,"[0.24259675448302587, 0.3115580899198733, 0.32424802087671123, 0.32404810686628227]"
