top_k,cv_r2_mean,cv_r2_std,folds
4,0.22236295603518338,0.1499519799079484,"[0.30864955016190354, 0.3874010994671554, 0.20550628137457538, -0.012105106862900783]"
6,0.46816877540643753,0.0735241702828272,"[0.5060987677757052, 0.564738576558564, 0.43103288218869273, 0.37080487510278803]"
8,0.5528361209977981,0.11529086305506402,"[0.7406724676369869, 0.5016097867623146, 0.5389836364707625, 0.4300785931211283]"
