top_k,cv_r2_mean,cv_r2_std,folds
4,0.5584513069562701,0.032881473739730244,"[0.5566700033141234, 0.5252871438530482, 0.6120566964806811, 0.5397913841772278]"
6,0.5713404163767477,0.031014976446844474,"[0.5692286817652452, 0.5265725761024133, 0.6140188217450414, 0.5755415858942905]"
8,0.5564664979315626,0.040384241475560245,"[0.5701821280826815, 0.5028939239821648, 0.6129402887084316, 0.5398496509529723]"
