top_k,cv_r2_mean,cv_r2_std,folds
4,0.5067591721233475,0.11629687002877255,"[0.6998550806118308, 0.4962447416124399, 0.41126922250888553, 0.41966764376023424]"
6,0.4021118645479632,0.09912625349724107,"[0.3314629194792351, 0.5702850801874833, 0.37859909516108037, 0.328100363364054]"
8,0.4441378192919521,0.1409432388943423,"[0.43820322470998285, 0.5439684802539375, 0.5775371875779997, 0.21684238462588845]"
