top_k,cv_r2_mean,cv_r2_std,folds
4,0.144531969167428,0.05985044056074451,"[0.1914810905630293, 0.11890092251229956, 0.2088392583494656, 0.05890660524491753]"
6,0.1527047637063611,0.042956380087747534,"[0.18761009431904163, 0.12092260917732167, 0.20187599440576143, 0.10041035692331968]"
8,0.21408287616342386,0.07077903955872149,"[0.252993905001069, 0.21494651144352273, 0.2883572767231679, 0.10003381148593582]"
