top_k,cv_r2_mean,cv_r2_std,folds
4,0.012843129398883796,0.06740883839604365,"[-0.04347800076169639, -0.03568163123693502, 0.1250688902401792, 0.005463259353987393]"
6,0.3118089282711606,0.04993946416877071,"[0.23711949514021335, 0.32723844464042007, 0.37610407136046353, 0.30677370194354536]"
8,0.2852713791100886,0.07502189918388523,"[0.3360381382062414, 0.15900556051597647, 0.3469245347526635, 0.29911728296547313]"
