top_k,cv_r2_mean,cv_r2_std,folds
4,0.5033828749558087,0.08927424802254971,"[0.5583961112817835, 0.3823692438086844, 0.45882411322166783, 0.6139420315110988]"
6,0.31312620092582166,0.15677406274455913,"[0.46075354385885214, 0.09219498458160813, 0.2379272026053747, 0.4616290726574518]"
8,0.45903035125647795,0.13564230436874147,"[0.6153598302261707, 0.24706430401948465, 0.5234485937053868, 0.4502486770748696]"
