top_k,complexity,edge_count,fold,val_r2
4,13,8,0,0.030044598376568588
4,14,8,0,-0.20236025182491257
4,22,8,0,0.5583961112817835
4,11,7,0,0.06972670024078464
4,11,6,0,0.3355546232515746
4,9,6,0,-0.12633805701665657
4,13,8,0,0.16483056138568997
4,13,8,0,0.15887876680231106
4,13,8,0,0.3772783786475786
4,11,7,0,0.12040436878725813
4,28,15,1,0.35994017679515666
4,26,7,1,0.02457078177094918
4,13,8,1,-0.015214344755372089
4,9,4,1,-0.37170924969402064
4,10,6,1,-0.34490535879517314
4,13,8,1,0.17997444552658537
4,15,8,1,-0.2785978285252977
4,22,9,1,0.3823692438086844
4,12,6,1,0.2822362013855728
4,13,8,1,0.09942425921875109
4,22,8,2,0.45882411322166783
4,18,6,2,0.15143710955357936
4,31,10,2,0.32071852710923976
4,17,5,2,-0.06022365604994406
4,19,8,2,0.1363154776973845
4,15,5,2,0.10876996147247098
4,20,7,2,0.192264535438196
4,20,7,2,0.007799752050160147
4,20,7,2,-0.041307587621536745
4,21,9,2,0.05105206702876797
4,17,7,3,0.0024422514453381616
4,17,10,3,0.6139420315110988
4,18,7,3,-0.34694250650592817
4,17,7,3,0.22537323651311292
4,11,6,3,0.25571267947884735
4,11,6,3,0.45056211317189987
4,11,7,3,0.32503599536997496
4,18,11,3,0.5461842047215435
4,11,6,3,-0.7205645134666276
4,17,5,3,-0.5750540033657019
6,13,6,0,0.46075354385885214
6,9,6,0,-0.12645085382894217
6,11,6,0,0.3175392936599978
6,11,7,0,-0.015357168345523142
6,12,6,0,0.008481130673822501
6,11,6,0,0.38516361113745157
6,11,6,0,-0.02334338110644474
6,8,4,0,0.34955578622165384
6,10,7,0,-0.13612819285115063
6,5,2,0,0.24663322110681973
6,8,4,1,-0.37182572301558237
6,10,6,1,-0.3617187325748308
6,13,8,1,0.09219498458160813
6,9,6,1,-0.3682720505380441
6,30,14,1,-0.010746972150750933
6,10,6,1,-0.6115874847997176
6,10,6,1,-0.4236218600030408
6,12,6,1,-0.5185643185540736
6,17,6,1,-0.32321605815767995
6,11,6,1,-0.40144200244284156
6,17,6,2,0.15801337206830834
6,15,5,2,0.123049910046922
6,14,4,2,0.05016718567024747
6,15,4,2,-0.01994345412943299
6,27,8,2,0.2379272026053747
6,14,3,2,-0.044219841144957917
6,17,7,2,0.15471318423076552
6,16,7,2,0.1074655559896639
6,16,5,2,-0.014403173789797163
6,14,4,2,-0.015784534639347036
6,22,9,3,-0.24349941966177324
6,18,8,3,0.055827294080981194
6,10,6,3,0.24275951196973
6,10,5,3,0.21337885179457583
6,17,5,3,-0.5580852688486855
6,15,5,3,0.02290216116597854
6,11,6,3,0.4512012181658408
6,9,5,3,0.4465781770046775
6,11,6,3,0.4616290726574518
6,7,4,3,0.2340581120717138
8,11,8,0,0.27120476722742737
8,14,8,0,-1.329919896137504
8,11,8,0,0.2599576366210353
8,9,6,0,0.29214850429279804
8,11,6,0,0.6153598302261707
8,9,6,0,0.5796730880582843
8,9,6,0,0.5757213561766128
8,9,6,0,0.37744489867126707
8,9,5,0,0.5646787718054073
8,8,6,0,0.5294882774763057
8,9,5,1,0.030434951939847132
8,11,8,1,0.0979683201703564
8,9,6,1,0.24706430401948465
8,8,6,1,0.05818167856355372
8,9,6,1,0.24495515364571163
8,9,6,1,0.2403375823299665
8,13,8,1,0.13135553418831536
8,9,6,1,0.05910065873943737
8,11,7,1,0.058573864013851784
8,11,8,1,0.23428046354811383
8,17,10,2,0.5234485937053868
8,22,9,2,0.20652605292572235
8,17,7,2,0.31678634579633735
8,19,9,2,0.3497475174220782
8,20,9,2,0.39490879588820915
8,18,7,2,0.3701705668272134
8,9,6,2,0.43159545206092986
8,9,6,2,0.4270208487250301
8,9,6,2,0.4284990931357848
8,9,6,2,0.43036946295391965
8,16,9,3,-0.019903703660207883
8,17,11,3,-0.8726946929600163
8,21,10,3,0.35451670054819573
8,11,7,3,0.31131162961408576
8,11,8,3,0.39928301943433775
8,12,7,3,0.26041015247100496
8,11,7,3,0.3593526689666271
8,11,7,3,0.3615144291223221
8,14,9,3,0.35560946196846377
8,11,8,3,0.4502486770748696
