top_k,cv_r2_mean,cv_r2_std,folds
4,0.36151626079857135,0.07305446902316443,"[0.45899448079428107, 0.27733317691047965, 0.30654351054891105, 0.40319387494061365]"
6,0.6436449779383527,0.08148268181709682,"[0.6786649300391485, 0.7149527020930533, 0.505059439387898, 0.675902840233311]"
8,0.5892579199328937,0.11037297345742053,"[0.6537088067492368, 0.737157349841614, 0.4918658815733805, 0.47429964156734317]"
