top_k,cv_r2_mean,cv_r2_std,folds
4,0.4285205221983772,0.056203476745649884,"[0.4934595012308812, 0.33859538730813876, 0.44414156417036854, 0.43788563608412034]"
6,0.4069101829599646,0.14157844469271946,"[0.5883803691769594, 0.1916665498155753, 0.4369546237965901, 0.4106391890507337]"
8,0.45467509268467154,0.11931821111798861,"[0.5969755113745143, 0.26900303596944664, 0.5016914340066141, 0.45103038938811113]"
