model,status,n_features,train_n,train_r2,train_rmse,train_mae,test_n,test_r2,test_rmse,test_mae
elasticnet,ok,1707,2527,0.8803222694512669,1.131398795624064,0.7975474022261054,843,-51.89248310486483,23.620899348201227,22.128386844924993
random_forest,ok,1707,2527,0.969156451136541,0.5743692892127281,0.3421473893066004,843,0.8007226960639464,1.4498676855932517,0.9280129003558717
xgboost,ok,1707,2527,0.9994469882964737,0.07690882933523221,0.05842209328185628,843,0.834371869908465,1.3218022914670786,0.8527690800171258
lightgbm,ok,1707,2527,0.9922198300662373,0.28847194385531283,0.13887138666285884,843,0.8365045766886361,1.3132646404104116,0.8471954160295537
catboost,ok,1707,2527,0.9469950129527229,0.7529521988889867,0.5577415484989643,843,0.8127265837917461,1.4055215781753674,0.9350448064668674
