top_k,cv_r2_mean,cv_r2_std,folds
8,0.29253942940371624,0.03622061629248796,"[0.2571505877483302, 0.29407954179980667, 0.3508166771389799, 0.2681109109277483]"
12,0.2875534851032457,0.028148783136583744,"[0.24305681261743806, 0.29018849852675654, 0.3208600885598176, 0.2961085407089705]"
20,0.2840986339534449,0.03415432408190952,"[0.24663012094241865, 0.2832540001469126, 0.33880460912169086, 0.2677058056027577]"
