top_k,cv_r2_mean,cv_r2_std,folds
8,0.382943009543089,0.027460724079500218,"[0.36342507503215693, 0.34882451882407217, 0.4138177746131131, 0.4057046697030141]"
12,0.3630415502845037,0.01745596699270348,"[0.34726155169796813, 0.3448814902929319, 0.3856721101215793, 0.3743510490255356]"
20,0.37038044276485893,0.03148127009571137,"[0.345866318695236, 0.33399816098714985, 0.41045887513910273, 0.39119841623794704]"
