top_k,cv_r2_mean,cv_r2_std,folds
4,0.34404801296521803,0.26533367268186486,"[0.5242533297049301, 0.4319937563101045, -0.1105325294945132, 0.5304774953403506]"
6,0.5225651176861063,0.09429423572896853,"[0.6826754746955779, 0.44685867095969656, 0.4625192695603302, 0.4982070555288203]"
8,0.49469136381649365,0.12281344414619356,"[0.6496028437167658, 0.5804807110994961, 0.37250445400807486, 0.37617744644163786]"
