top_k,cv_r2_mean,cv_r2_std,folds
4,0.6320375541026744,0.041081694452115784,"[0.6588008091495714, 0.5840708531534751, 0.6845257497897035, 0.6007528043179475]"
6,0.6345241089885267,0.028330195539349203,"[0.6564882238863268, 0.5909671018016192, 0.6626069399512324, 0.6280341703149286]"
8,0.6342832431469786,0.026566038938832543,"[0.6556461640223817, 0.6013622677816706, 0.6647205183068834, 0.6154040224769786]"
