top_k,cv_r2_mean,cv_r2_std,folds
4,0.15805715420076497,0.048499029000744834,"[0.1572407644077437, 0.19865422537427768, 0.07913892488848373, 0.19719470213255474]"
6,0.4082991932476826,0.05697621075695912,"[0.40753295323202576, 0.49935893987504365, 0.3455992191381435, 0.3807056607455176]"
8,0.38533017975372297,0.07682584362643767,"[0.4054087682792553, 0.4914930605011726, 0.2776747409654138, 0.3667441492690503]"
