top_k,cv_r2_mean,cv_r2_std,folds
4,0.04773681960525167,0.22140200791884362,"[0.16277721823206215, 0.2702412346279478, 0.07436737822669504, -0.3164385526656983]"
6,0.195858035656523,0.22564604813785397,"[0.27112840030363394, 0.5061378217115884, 0.12013193163624403, -0.1139660110253744]"
8,0.454418644458369,0.2112698261931145,"[0.7064060840309788, 0.6150588149917748, 0.2934151662438028, 0.2027945125669196]"
