top_k,cv_r2_mean,cv_r2_std,folds
4,0.49525825486461167,0.05283555719591654,"[0.49934576449976864, 0.5457957813400502, 0.5275430849654895, 0.4083483886531385]"
6,0.6106986931207632,0.07898914289639301,"[0.604707679381357, 0.713359312056237, 0.6320400613840973, 0.4926877196613615]"
8,0.5711325452289766,0.1033182276080566,"[0.5890867236824623, 0.6952212339641951, 0.5920082861524554, 0.40821393711679377]"
