top_k,cv_r2_mean,cv_r2_std,folds
4,0.3600565425738247,0.12690677377696954,"[0.20212387202729154, 0.3395509407943539, 0.5568349653565163, 0.3417163921171369]"
6,0.3859250168002405,0.15878869736413884,"[0.16685002144597916, 0.3490903329207876, 0.6107299265091739, 0.4170297863250215]"
8,0.5747660215995809,0.10073567483148727,"[0.414113897377836, 0.6880111674975242, 0.6188830583674029, 0.5780559631555605]"
