top_k,cv_r2_mean,cv_r2_std,folds
4,0.6095634670331784,0.04227136605072972,"[0.6556559093137584, 0.5527545745611716, 0.6444029480344824, 0.5854404362233011]"
6,0.6158455331457857,0.03493772259389083,"[0.6526430942579535, 0.5713320291327696, 0.6472470828808624, 0.5921599263115571]"
8,0.61526149600116,0.037946462627272984,"[0.6524855102559921, 0.5671551117547785, 0.6523307671931556, 0.5890745948007137]"
