top_k,cv_r2_mean,cv_r2_std,folds
4,0.2178908925323214,0.04468097076528378,"[0.2184257769168675, 0.244707182653626, 0.2629184299982431, 0.14551218056054904]"
6,0.34350535452378284,0.051040119482424144,"[0.2640831801438984, 0.370030651306003, 0.40165444161816066, 0.3382531450270694]"
8,0.4454386932861881,0.054234724222295486,"[0.3668090736335743, 0.5194084611227396, 0.44067564746539134, 0.4548615909230471]"
