top_k,cv_r2_mean,cv_r2_std,folds
8,0.4542397718470447,0.04668667432705415,"[0.43675745186110093, 0.39287968041680865, 0.521408292627991, 0.46591366248227817]"
12,0.4491032441693984,0.0341934891773888,"[0.439956840247419, 0.39715012568916874, 0.48335569122559585, 0.4759503195154101]"
20,0.42775068327845156,0.037715016861690896,"[0.430307014236065, 0.37677308633315265, 0.4828816192244261, 0.4210410133201624]"
