top_k,cv_r2_mean,cv_r2_std,folds
4,0.42226432524875746,0.08777725268892082,"[0.4939796285977063, 0.5213508842133028, 0.3116491583142432, 0.36207762986977754]"
6,0.4477103283884311,0.12859228121885113,"[0.5563531433567308, 0.5695937705153067, 0.25209209159567547, 0.4128023080860115]"
8,0.5013680962466298,0.09548089112370453,"[0.5667984189416981, 0.6157881220312718, 0.3732312815916383, 0.44965456242191115]"
