top_k,cv_r2_mean,cv_r2_std,folds
4,0.49855491276479946,0.04929817540587641,"[0.5630907566773978, 0.4245199108422715, 0.4994272032348831, 0.5071817803046454]"
6,0.4965030526976994,0.034149201855313685,"[0.5387199655405659, 0.4653861349820596, 0.5213877122325612, 0.4605183980356109]"
8,0.5221776899678694,0.03365698007281679,"[0.5763815270375929, 0.4846115629290505, 0.5091955378798567, 0.5185221320249778]"
