top_k,cv_r2_mean,cv_r2_std,folds
4,0.2897910039439653,0.03901501616708984,"[0.33913705431943686, 0.3053170922452788, 0.2829322355990741, 0.23177763361207127]"
6,0.28479319106211376,0.048121016529226526,"[0.34901787344074586, 0.30725143352372053, 0.2623847374641227, 0.22051871981986582]"
8,0.400616365919987,0.038005293835237756,"[0.41550350702566785, 0.399259342855364, 0.4461131902802271, 0.34158942351868915]"
